"","taxon_id","pro_id","pro_id_representative","sample","library","pep_bin_sum","pep_bin_n"
"636","uvig_356226","uvig_356226_6","uvig_356226_6","S3.0693.01X195","dolphyn",0,1
"637","uvig_356226","uvig_356226_6","uvig_356226_6","S3.0153.01X194","dolphyn",0,1
"638","uvig_356226","uvig_356226_6","uvig_356226_6","SO.0491.01X194","dolphyn",0,1
"639","uvig_356226","uvig_356226_6","uvig_356226_6","S3.0693.01.2X194","dolphyn",0,1
"640","uvig_356226","uvig_356226_6","uvig_356226_6","S3.0701.01.2X194","dolphyn",0,1
"641","uvig_356226","uvig_356226_76","uvig_356226_76","S3.0693.01X195","dolphyn",0,1
"642","uvig_356226","uvig_356226_76","uvig_356226_76","S3.0153.01X194","dolphyn",0,1
"643","uvig_356226","uvig_356226_76","uvig_356226_76","SO.0491.01X194","dolphyn",0,1
"644","uvig_356226","uvig_356226_76","uvig_356226_76","S3.0693.01.2X194","dolphyn",0,1
"645","uvig_356226","uvig_356226_76","uvig_356226_76","S3.0701.01.2X194","dolphyn",0,1
"646","uvig_356226","uvig_356226_77","uvig_356226_77","S3.0693.01X195","pepsyn",0,1
"647","uvig_356226","uvig_356226_77","uvig_356226_77","S3.0153.01X194","pepsyn",0,1
"648","uvig_356226","uvig_356226_77","uvig_356226_77","SO.0491.01X194","pepsyn",0,1
"649","uvig_356226","uvig_356226_77","uvig_356226_77","S3.0693.01.2X194","pepsyn",0,1
"650","uvig_356226","uvig_356226_77","uvig_356226_77","S3.0701.01.2X194","pepsyn",0,1
"651","uvig_356226","uvig_356226_8","uvig_356226_8","S3.0693.01X195","pepsyn",0,1
"652","uvig_356226","uvig_356226_8","uvig_356226_8","S3.0153.01X194","pepsyn",0,1
"653","uvig_356226","uvig_356226_8","uvig_356226_8","SO.0491.01X194","pepsyn",0,1
"654","uvig_356226","uvig_356226_8","uvig_356226_8","S3.0693.01.2X194","pepsyn",0,1
"655","uvig_356226","uvig_356226_8","uvig_356226_8","S3.0701.01.2X194","pepsyn",0,1
"656","uvig_356226","uvig_356226_84","uvig_428798_109","S3.0693.01X195","dolphyn",0,1
"657","uvig_356226","uvig_356226_84","uvig_428798_109","S3.0153.01X194","dolphyn",0,1
"658","uvig_356226","uvig_356226_84","uvig_428798_109","SO.0491.01X194","dolphyn",0,1
"659","uvig_356226","uvig_356226_84","uvig_428798_109","S3.0693.01.2X194","dolphyn",0,1
"660","uvig_356226","uvig_356226_84","uvig_428798_109","S3.0701.01.2X194","dolphyn",0,1
"661","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0693.01X195","pepsyn",2,62
"662","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0153.01X194","pepsyn",3,62
"663","uvig_356750","uvig_356750_17","uvig_357864_73","SO.0491.01X194","pepsyn",1,62
"664","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0693.01.2X194","pepsyn",1,62
"665","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0701.01.2X194","pepsyn",1,62
"666","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0693.01X195","pepsyn",0,22
"667","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0153.01X194","pepsyn",2,22
"668","uvig_356750","uvig_356750_10","uvig_356750_10","SO.0491.01X194","pepsyn",0,22
"669","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0693.01.2X194","pepsyn",0,22
"670","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0701.01.2X194","pepsyn",0,22
"671","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0693.01X195","pepsyn",1,18
"672","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0153.01X194","pepsyn",1,18
"673","uvig_356750","uvig_356750_27","uvig_356750_28","SO.0491.01X194","pepsyn",0,18
"674","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0693.01.2X194","pepsyn",0,18
"675","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0701.01.2X194","pepsyn",0,18
"676","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0693.01X195","pepsyn",1,16
"677","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0153.01X194","pepsyn",0,16
"678","uvig_356750","uvig_356750_47","uvig_356750_47","SO.0491.01X194","pepsyn",0,16
"679","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0693.01.2X194","pepsyn",0,16
"680","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0701.01.2X194","pepsyn",0,16
"681","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0693.01X195","pepsyn",1,14
"682","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0153.01X194","pepsyn",2,14
"683","uvig_356750","uvig_356750_6","uvig_356750_6","SO.0491.01X194","pepsyn",0,14
"684","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0693.01.2X194","pepsyn",0,14
"685","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0701.01.2X194","pepsyn",2,14
"686","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0693.01X195","pepsyn",0,13
"687","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0153.01X194","pepsyn",0,13
"688","uvig_356750","uvig_356750_12","uvig_356750_12","SO.0491.01X194","pepsyn",0,13
"689","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0693.01.2X194","pepsyn",0,13
"690","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0701.01.2X194","pepsyn",0,13
"691","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0693.01X195","pepsyn",0,12
"692","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0153.01X194","pepsyn",2,12
"693","uvig_356750","uvig_356750_14","uvig_356750_14","SO.0491.01X194","pepsyn",0,12
"694","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0693.01.2X194","pepsyn",0,12
"695","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0701.01.2X194","pepsyn",0,12
"696","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0693.01X195","pepsyn",0,12
"697","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0153.01X194","pepsyn",1,12
"698","uvig_356750","uvig_356750_15","uvig_356750_15","SO.0491.01X194","pepsyn",0,12
"699","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0693.01.2X194","pepsyn",1,12
"700","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0701.01.2X194","pepsyn",0,12
"701","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0693.01X195","pepsyn",0,12
"702","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0153.01X194","pepsyn",1,12
"703","uvig_356750","uvig_356750_29","uvig_356750_30","SO.0491.01X194","pepsyn",0,12
"704","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0693.01.2X194","pepsyn",0,12
"705","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0701.01.2X194","pepsyn",0,12
"706","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0693.01X195","pepsyn",0,12
"707","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0153.01X194","pepsyn",0,12
"708","uvig_356750","uvig_356750_7","uvig_356750_7","SO.0491.01X194","pepsyn",0,12
"709","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0693.01.2X194","pepsyn",0,12
"710","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0701.01.2X194","pepsyn",0,12
"711","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0693.01X195","dolphyn",1,11
"712","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0153.01X194","dolphyn",2,11
"713","uvig_356750","uvig_356750_17","uvig_357864_73","SO.0491.01X194","dolphyn",0,11
"714","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0693.01.2X194","dolphyn",0,11
"715","uvig_356750","uvig_356750_17","uvig_357864_73","S3.0701.01.2X194","dolphyn",1,11
"716","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0693.01X195","pepsyn",2,11
"717","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0153.01X194","pepsyn",1,11
"718","uvig_356750","uvig_356750_48","uvig_356750_48","SO.0491.01X194","pepsyn",0,11
"719","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0693.01.2X194","pepsyn",0,11
"720","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0701.01.2X194","pepsyn",0,11
"721","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0693.01X195","pepsyn",0,10
"722","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0153.01X194","pepsyn",1,10
"723","uvig_356750","uvig_356750_25","uvig_356750_25","SO.0491.01X194","pepsyn",0,10
"724","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0693.01.2X194","pepsyn",0,10
"725","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0701.01.2X194","pepsyn",0,10
"726","uvig_356750","uvig_356750_16","uvig_356750_16","S3.0693.01X195","pepsyn",0,8
"727","uvig_356750","uvig_356750_16","uvig_356750_16","S3.0153.01X194","pepsyn",1,8
"728","uvig_356750","uvig_356750_16","uvig_356750_16","SO.0491.01X194","pepsyn",0,8
"729","uvig_356750","uvig_356750_16","uvig_356750_16","S3.0693.01.2X194","pepsyn",0,8
"730","uvig_356750","uvig_356750_16","uvig_356750_16","S3.0701.01.2X194","pepsyn",0,8
"731","uvig_356750","uvig_356750_33","uvig_356750_33","S3.0693.01X195","pepsyn",2,8
"732","uvig_356750","uvig_356750_33","uvig_356750_33","S3.0153.01X194","pepsyn",0,8
"733","uvig_356750","uvig_356750_33","uvig_356750_33","SO.0491.01X194","pepsyn",1,8
"734","uvig_356750","uvig_356750_33","uvig_356750_33","S3.0693.01.2X194","pepsyn",1,8
"735","uvig_356750","uvig_356750_33","uvig_356750_33","S3.0701.01.2X194","pepsyn",0,8
"736","uvig_356750","uvig_356750_19","uvig_356750_19","S3.0693.01X195","pepsyn",0,6
"737","uvig_356750","uvig_356750_19","uvig_356750_19","S3.0153.01X194","pepsyn",0,6
"738","uvig_356750","uvig_356750_19","uvig_356750_19","SO.0491.01X194","pepsyn",0,6
"739","uvig_356750","uvig_356750_19","uvig_356750_19","S3.0693.01.2X194","pepsyn",0,6
"740","uvig_356750","uvig_356750_19","uvig_356750_19","S3.0701.01.2X194","pepsyn",0,6
"741","uvig_356750","uvig_356750_20","uvig_356750_20","S3.0693.01X195","pepsyn",0,6
"742","uvig_356750","uvig_356750_20","uvig_356750_20","S3.0153.01X194","pepsyn",0,6
"743","uvig_356750","uvig_356750_20","uvig_356750_20","SO.0491.01X194","pepsyn",0,6
"744","uvig_356750","uvig_356750_20","uvig_356750_20","S3.0693.01.2X194","pepsyn",0,6
"745","uvig_356750","uvig_356750_20","uvig_356750_20","S3.0701.01.2X194","pepsyn",0,6
"746","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0693.01X195","pepsyn",0,6
"747","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0153.01X194","pepsyn",1,6
"748","uvig_356750","uvig_356750_24","uvig_356750_24","SO.0491.01X194","pepsyn",0,6
"749","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0693.01.2X194","pepsyn",0,6
"750","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0701.01.2X194","pepsyn",0,6
"751","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0693.01X195","pepsyn",1,6
"752","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0153.01X194","pepsyn",0,6
"753","uvig_356750","uvig_356750_26","uvig_356750_26","SO.0491.01X194","pepsyn",0,6
"754","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0693.01.2X194","pepsyn",0,6
"755","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0701.01.2X194","pepsyn",0,6
"756","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0693.01X195","pepsyn",0,6
"757","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0153.01X194","pepsyn",0,6
"758","uvig_356750","uvig_356750_31","uvig_356750_31","SO.0491.01X194","pepsyn",0,6
"759","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0693.01.2X194","pepsyn",0,6
"760","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0701.01.2X194","pepsyn",0,6
"761","uvig_356750","uvig_356750_32","uvig_356750_32","S3.0693.01X195","pepsyn",1,6
"762","uvig_356750","uvig_356750_32","uvig_356750_32","S3.0153.01X194","pepsyn",0,6
"763","uvig_356750","uvig_356750_32","uvig_356750_32","SO.0491.01X194","pepsyn",0,6
"764","uvig_356750","uvig_356750_32","uvig_356750_32","S3.0693.01.2X194","pepsyn",0,6
"765","uvig_356750","uvig_356750_32","uvig_356750_32","S3.0701.01.2X194","pepsyn",1,6
"766","uvig_356750","uvig_356750_44","uvig_356750_44","S3.0693.01X195","pepsyn",0,6
"767","uvig_356750","uvig_356750_44","uvig_356750_44","S3.0153.01X194","pepsyn",2,6
"768","uvig_356750","uvig_356750_44","uvig_356750_44","SO.0491.01X194","pepsyn",0,6
"769","uvig_356750","uvig_356750_44","uvig_356750_44","S3.0693.01.2X194","pepsyn",0,6
"770","uvig_356750","uvig_356750_44","uvig_356750_44","S3.0701.01.2X194","pepsyn",0,6
"771","uvig_356750","uvig_356750_51","uvig_356750_51","S3.0693.01X195","pepsyn",1,6
"772","uvig_356750","uvig_356750_51","uvig_356750_51","S3.0153.01X194","pepsyn",1,6
"773","uvig_356750","uvig_356750_51","uvig_356750_51","SO.0491.01X194","pepsyn",0,6
"774","uvig_356750","uvig_356750_51","uvig_356750_51","S3.0693.01.2X194","pepsyn",0,6
"775","uvig_356750","uvig_356750_51","uvig_356750_51","S3.0701.01.2X194","pepsyn",0,6
"776","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0693.01X195","dolphyn",0,5
"777","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0153.01X194","dolphyn",1,5
"778","uvig_356750","uvig_356750_10","uvig_356750_10","SO.0491.01X194","dolphyn",0,5
"779","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0693.01.2X194","dolphyn",0,5
"780","uvig_356750","uvig_356750_10","uvig_356750_10","S3.0701.01.2X194","dolphyn",0,5
"781","uvig_356750","uvig_356750_11","uvig_356750_11","S3.0693.01X195","pepsyn",0,4
"782","uvig_356750","uvig_356750_11","uvig_356750_11","S3.0153.01X194","pepsyn",0,4
"783","uvig_356750","uvig_356750_11","uvig_356750_11","SO.0491.01X194","pepsyn",0,4
"784","uvig_356750","uvig_356750_11","uvig_356750_11","S3.0693.01.2X194","pepsyn",0,4
"785","uvig_356750","uvig_356750_11","uvig_356750_11","S3.0701.01.2X194","pepsyn",0,4
"786","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0693.01X195","dolphyn",0,4
"787","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0153.01X194","dolphyn",0,4
"788","uvig_356750","uvig_356750_12","uvig_356750_12","SO.0491.01X194","dolphyn",1,4
"789","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0693.01.2X194","dolphyn",0,4
"790","uvig_356750","uvig_356750_12","uvig_356750_12","S3.0701.01.2X194","dolphyn",0,4
"791","uvig_356750","uvig_356750_13","uvig_356750_13","S3.0693.01X195","pepsyn",0,4
"792","uvig_356750","uvig_356750_13","uvig_356750_13","S3.0153.01X194","pepsyn",0,4
"793","uvig_356750","uvig_356750_13","uvig_356750_13","SO.0491.01X194","pepsyn",0,4
"794","uvig_356750","uvig_356750_13","uvig_356750_13","S3.0693.01.2X194","pepsyn",1,4
"795","uvig_356750","uvig_356750_13","uvig_356750_13","S3.0701.01.2X194","pepsyn",0,4
"796","uvig_356750","uvig_356750_21","uvig_356750_21","S3.0693.01X195","pepsyn",0,4
"797","uvig_356750","uvig_356750_21","uvig_356750_21","S3.0153.01X194","pepsyn",1,4
"798","uvig_356750","uvig_356750_21","uvig_356750_21","SO.0491.01X194","pepsyn",0,4
"799","uvig_356750","uvig_356750_21","uvig_356750_21","S3.0693.01.2X194","pepsyn",0,4
"800","uvig_356750","uvig_356750_21","uvig_356750_21","S3.0701.01.2X194","pepsyn",0,4
"801","uvig_356750","uvig_356750_22","uvig_356750_22","S3.0693.01X195","pepsyn",1,4
"802","uvig_356750","uvig_356750_22","uvig_356750_22","S3.0153.01X194","pepsyn",0,4
"803","uvig_356750","uvig_356750_22","uvig_356750_22","SO.0491.01X194","pepsyn",1,4
"804","uvig_356750","uvig_356750_22","uvig_356750_22","S3.0693.01.2X194","pepsyn",1,4
"805","uvig_356750","uvig_356750_22","uvig_356750_22","S3.0701.01.2X194","pepsyn",0,4
"806","uvig_356750","uvig_356750_23","uvig_356750_23","S3.0693.01X195","pepsyn",0,4
"807","uvig_356750","uvig_356750_23","uvig_356750_23","S3.0153.01X194","pepsyn",0,4
"808","uvig_356750","uvig_356750_23","uvig_356750_23","SO.0491.01X194","pepsyn",0,4
"809","uvig_356750","uvig_356750_23","uvig_356750_23","S3.0693.01.2X194","pepsyn",0,4
"810","uvig_356750","uvig_356750_23","uvig_356750_23","S3.0701.01.2X194","pepsyn",0,4
"811","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0693.01X195","dolphyn",0,4
"812","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0153.01X194","dolphyn",0,4
"813","uvig_356750","uvig_356750_27","uvig_356750_28","SO.0491.01X194","dolphyn",0,4
"814","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0693.01.2X194","dolphyn",0,4
"815","uvig_356750","uvig_356750_27","uvig_356750_28","S3.0701.01.2X194","dolphyn",1,4
"816","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0693.01X195","dolphyn",0,4
"817","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0153.01X194","dolphyn",0,4
"818","uvig_356750","uvig_356750_29","uvig_356750_30","SO.0491.01X194","dolphyn",0,4
"819","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0693.01.2X194","dolphyn",0,4
"820","uvig_356750","uvig_356750_29","uvig_356750_30","S3.0701.01.2X194","dolphyn",0,4
"821","uvig_356750","uvig_356750_36","uvig_356750_36","S3.0693.01X195","pepsyn",0,4
"822","uvig_356750","uvig_356750_36","uvig_356750_36","S3.0153.01X194","pepsyn",1,4
"823","uvig_356750","uvig_356750_36","uvig_356750_36","SO.0491.01X194","pepsyn",0,4
"824","uvig_356750","uvig_356750_36","uvig_356750_36","S3.0693.01.2X194","pepsyn",0,4
"825","uvig_356750","uvig_356750_36","uvig_356750_36","S3.0701.01.2X194","pepsyn",0,4
"826","uvig_356750","uvig_356750_38","uvig_356750_38","S3.0693.01X195","pepsyn",0,4
"827","uvig_356750","uvig_356750_38","uvig_356750_38","S3.0153.01X194","pepsyn",1,4
"828","uvig_356750","uvig_356750_38","uvig_356750_38","SO.0491.01X194","pepsyn",1,4
"829","uvig_356750","uvig_356750_38","uvig_356750_38","S3.0693.01.2X194","pepsyn",0,4
"830","uvig_356750","uvig_356750_38","uvig_356750_38","S3.0701.01.2X194","pepsyn",0,4
"831","uvig_356750","uvig_356750_45","uvig_356750_45","S3.0693.01X195","pepsyn",0,4
"832","uvig_356750","uvig_356750_45","uvig_356750_45","S3.0153.01X194","pepsyn",1,4
"833","uvig_356750","uvig_356750_45","uvig_356750_45","SO.0491.01X194","pepsyn",0,4
"834","uvig_356750","uvig_356750_45","uvig_356750_45","S3.0693.01.2X194","pepsyn",0,4
"835","uvig_356750","uvig_356750_45","uvig_356750_45","S3.0701.01.2X194","pepsyn",0,4
"836","uvig_356750","uvig_356750_57","uvig_356750_57","S3.0693.01X195","pepsyn",0,4
"837","uvig_356750","uvig_356750_57","uvig_356750_57","S3.0153.01X194","pepsyn",0,4
"838","uvig_356750","uvig_356750_57","uvig_356750_57","SO.0491.01X194","pepsyn",0,4
"839","uvig_356750","uvig_356750_57","uvig_356750_57","S3.0693.01.2X194","pepsyn",0,4
"840","uvig_356750","uvig_356750_57","uvig_356750_57","S3.0701.01.2X194","pepsyn",0,4
"841","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0693.01X195","dolphyn",0,4
"842","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0153.01X194","dolphyn",1,4
"843","uvig_356750","uvig_356750_6","uvig_356750_6","SO.0491.01X194","dolphyn",0,4
"844","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0693.01.2X194","dolphyn",0,4
"845","uvig_356750","uvig_356750_6","uvig_356750_6","S3.0701.01.2X194","dolphyn",0,4
"846","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0693.01X195","dolphyn",0,3
"847","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0153.01X194","dolphyn",0,3
"848","uvig_356750","uvig_356750_14","uvig_356750_14","SO.0491.01X194","dolphyn",0,3
"849","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0693.01.2X194","dolphyn",0,3
"850","uvig_356750","uvig_356750_14","uvig_356750_14","S3.0701.01.2X194","dolphyn",0,3
"851","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0693.01X195","dolphyn",0,3
"852","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0153.01X194","dolphyn",0,3
"853","uvig_356750","uvig_356750_15","uvig_356750_15","SO.0491.01X194","dolphyn",0,3
"854","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0693.01.2X194","dolphyn",0,3
"855","uvig_356750","uvig_356750_15","uvig_356750_15","S3.0701.01.2X194","dolphyn",0,3
"856","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0693.01X195","dolphyn",0,3
"857","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0153.01X194","dolphyn",0,3
"858","uvig_356750","uvig_356750_47","uvig_356750_47","SO.0491.01X194","dolphyn",0,3
"859","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0693.01.2X194","dolphyn",0,3
"860","uvig_356750","uvig_356750_47","uvig_356750_47","S3.0701.01.2X194","dolphyn",0,3
"861","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0693.01X195","dolphyn",0,3
"862","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0153.01X194","dolphyn",0,3
"863","uvig_356750","uvig_356750_48","uvig_356750_48","SO.0491.01X194","dolphyn",0,3
"864","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0693.01.2X194","dolphyn",0,3
"865","uvig_356750","uvig_356750_48","uvig_356750_48","S3.0701.01.2X194","dolphyn",0,3
"866","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0693.01X195","dolphyn",0,3
"867","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0153.01X194","dolphyn",0,3
"868","uvig_356750","uvig_356750_7","uvig_356750_7","SO.0491.01X194","dolphyn",0,3
"869","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0693.01.2X194","dolphyn",0,3
"870","uvig_356750","uvig_356750_7","uvig_356750_7","S3.0701.01.2X194","dolphyn",0,3
"871","uvig_356750","uvig_356750_18","uvig_356750_18","S3.0693.01X195","pepsyn",0,2
"872","uvig_356750","uvig_356750_18","uvig_356750_18","S3.0153.01X194","pepsyn",0,2
"873","uvig_356750","uvig_356750_18","uvig_356750_18","SO.0491.01X194","pepsyn",0,2
"874","uvig_356750","uvig_356750_18","uvig_356750_18","S3.0693.01.2X194","pepsyn",0,2
"875","uvig_356750","uvig_356750_18","uvig_356750_18","S3.0701.01.2X194","pepsyn",0,2
"876","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0693.01X195","dolphyn",0,2
"877","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0153.01X194","dolphyn",0,2
"878","uvig_356750","uvig_356750_24","uvig_356750_24","SO.0491.01X194","dolphyn",0,2
"879","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0693.01.2X194","dolphyn",0,2
"880","uvig_356750","uvig_356750_24","uvig_356750_24","S3.0701.01.2X194","dolphyn",0,2
"881","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0693.01X195","dolphyn",0,2
"882","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0153.01X194","dolphyn",0,2
"883","uvig_356750","uvig_356750_25","uvig_356750_25","SO.0491.01X194","dolphyn",0,2
"884","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0693.01.2X194","dolphyn",0,2
"885","uvig_356750","uvig_356750_25","uvig_356750_25","S3.0701.01.2X194","dolphyn",0,2
"886","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0693.01X195","dolphyn",0,2
"887","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0153.01X194","dolphyn",1,2
"888","uvig_356750","uvig_356750_26","uvig_356750_26","SO.0491.01X194","dolphyn",0,2
"889","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0693.01.2X194","dolphyn",0,2
"890","uvig_356750","uvig_356750_26","uvig_356750_26","S3.0701.01.2X194","dolphyn",1,2
"891","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0693.01X195","dolphyn",0,2
"892","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0153.01X194","dolphyn",0,2
"893","uvig_356750","uvig_356750_31","uvig_356750_31","SO.0491.01X194","dolphyn",0,2
"894","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0693.01.2X194","dolphyn",0,2
"895","uvig_356750","uvig_356750_31","uvig_356750_31","S3.0701.01.2X194","dolphyn",0,2
"896","uvig_356750","uvig_356750_34","uvig_356750_34","S3.0693.01X195","pepsyn",0,2
"897","uvig_356750","uvig_356750_34","uvig_356750_34","S3.0153.01X194","pepsyn",0,2
"898","uvig_356750","uvig_356750_34","uvig_356750_34","SO.0491.01X194","pepsyn",0,2
"899","uvig_356750","uvig_356750_34","uvig_356750_34","S3.0693.01.2X194","pepsyn",0,2
"900","uvig_356750","uvig_356750_34","uvig_356750_34","S3.0701.01.2X194","pepsyn",0,2
"901","uvig_356750","uvig_356750_37","uvig_356750_37","S3.0693.01X195","pepsyn",0,2
"902","uvig_356750","uvig_356750_37","uvig_356750_37","S3.0153.01X194","pepsyn",0,2
"903","uvig_356750","uvig_356750_37","uvig_356750_37","SO.0491.01X194","pepsyn",0,2
"904","uvig_356750","uvig_356750_37","uvig_356750_37","S3.0693.01.2X194","pepsyn",0,2
"905","uvig_356750","uvig_356750_37","uvig_356750_37","S3.0701.01.2X194","pepsyn",0,2
"906","uvig_356750","uvig_356750_39","uvig_356750_39","S3.0693.01X195","pepsyn",0,2
"907","uvig_356750","uvig_356750_39","uvig_356750_39","S3.0153.01X194","pepsyn",0,2
"908","uvig_356750","uvig_356750_39","uvig_356750_39","SO.0491.01X194","pepsyn",0,2
"909","uvig_356750","uvig_356750_39","uvig_356750_39","S3.0693.01.2X194","pepsyn",0,2
"910","uvig_356750","uvig_356750_39","uvig_356750_39","S3.0701.01.2X194","pepsyn",0,2
"911","uvig_356750","uvig_356750_4","uvig_356750_4","S3.0693.01X195","pepsyn",0,2
"912","uvig_356750","uvig_356750_4","uvig_356750_4","S3.0153.01X194","pepsyn",0,2
"913","uvig_356750","uvig_356750_4","uvig_356750_4","SO.0491.01X194","pepsyn",0,2
"914","uvig_356750","uvig_356750_4","uvig_356750_4","S3.0693.01.2X194","pepsyn",0,2
"915","uvig_356750","uvig_356750_4","uvig_356750_4","S3.0701.01.2X194","pepsyn",0,2
"916","uvig_356750","uvig_356750_40","uvig_356750_40","S3.0693.01X195","pepsyn",0,2
"917","uvig_356750","uvig_356750_40","uvig_356750_40","S3.0153.01X194","pepsyn",0,2
"918","uvig_356750","uvig_356750_40","uvig_356750_40","SO.0491.01X194","pepsyn",0,2
"919","uvig_356750","uvig_356750_40","uvig_356750_40","S3.0693.01.2X194","pepsyn",0,2
"920","uvig_356750","uvig_356750_40","uvig_356750_40","S3.0701.01.2X194","pepsyn",0,2
"921","uvig_356750","uvig_356750_41","uvig_356750_41","S3.0693.01X195","pepsyn",0,2
