"","wildtypeIDs","sampleXplate","lhfc_G","lhfc_G4S"
"12402","93698r-21857n-87295n","SO.0386.01X194",3.24843462710975,3.26575941076705
"12404","93698r-21857n-87295n","SO.0437.01X194",4.49256124160544,4.6659830253846
"12406","93698r-21857n-87295n","SO.0456.01X195",3.94796913220162,4.11267551890682
"12408","93698r-21857n-87295n","SO.0458.01X194",3.08694315360738,3.17262244035074
"12410","93698r-21857n-87295n","SO.0479.01X195",4.16184743532369,4.40317639339662
"12412","93698r-21857n-87295n","SO.0491.01X194",5.04471460774912,5.06783444784706
"12414","93698r-21857n-87295n","SO.0665.01X194",3.72231423020017,3.78009033416732
"12416","93698r-21857n-87295n","SO.0679.02X194",2.55100645149252,2.82553689655788
"12418","93698r-21857n-87295n","SO.0739.01X194",2.03470564783844,1.97823903617067
"12420","93698r-21857n-87295n","SO.0746.01X194",0,2.32238772029023
"12422","93698r-21857n-87295n","SO.0749.01X194",3.96214561483136,4.13740405168255
"12424","93698r-21857n-87295n","SO.0761.01X194",5.12503483440475,5.35668060984495
"12426","95330r-48462n-78081n","CSC024X194",2.25444471766611,2.86733055874947
"12428","95330r-48462n-78081n","CSC032X195",3.75373042643355,4.91243427316759
"12430","95330r-48462n-78081n","CSC034X195",3.7796338173824,4.8793109878732
"12432","95330r-48462n-78081n","CSC035X194",4.32466231728431,5.20899422858783
"12434","95330r-48462n-78081n","S3.0078.01X194",3.01012815383772,3.70622809244855
"12436","95330r-48462n-78081n","S3.0137.01X195",0,1.83896107071235
"12438","95330r-48462n-78081n","S3.0144.01X194",0,2.089391872533
"12440","95330r-48462n-78081n","S3.0149.01X195",2.48906465993666,3.37451111639965
"12442","95330r-48462n-78081n","S3.0153.01X194",4.51993904162543,5.41761037273602
"12444","95330r-48462n-78081n","S3.0154.01X195",0,2.99872778253379
"12447","95330r-48462n-78081n","S3.0169.01X194",0,2.65815943148875
"12451","95330r-48462n-78081n","S3.0195.01X194",0,2.87976009730157
"12452","95330r-48462n-78081n","S3.0495.01X194",3.33612538491844,3.94177596357749
"12454","95330r-48462n-78081n","S3.0500.01X195",2.50878592357794,3.64126360017227
"12456","95330r-48462n-78081n","S3.0521.01X195",2.62611681833952,3.71332813451625
"12458","95330r-48462n-78081n","S3.0586.01X195",4.14472076954717,5.00863329142558
"12460","95330r-48462n-78081n","S3.0598.01X195",2.49897390699944,3.42361097649906
"12462","95330r-48462n-78081n","S3.0613.01X195",3.52577211624379,4.12017473892312
"12470","95330r-48462n-78081n","S3.0631.01X195",0,2.50878592357794
"12475","95330r-48462n-78081n","S3.0639.01X195",0,2.51446545202954
"12477","95330r-48462n-78081n","S3.0646.01X194",0,1.8961194845523
"12479","95330r-48462n-78081n","S3.0652.01X195",2.66514270009093,3.57009591812397
"12481","95330r-48462n-78081n","S3.0657.01X194",0,2.72654478373837
"12483","95330r-48462n-78081n","S3.0662.01X195",4.45632208925168,5.49306144334055
"12485","95330r-48462n-78081n","S3.0665.01X194",2.33214389523559,2.86334308550825
"12487","95330r-48462n-78081n","S3.0677.01X194",0,2.0906287310704
"12489","95330r-48462n-78081n","S3.0693.01.2X194",4.43746134156198,5.21623925551243
"12491","95330r-48462n-78081n","S3.0693.01X195",4.87832220665555,6.10329657727093
"12493","95330r-48462n-78081n","S3.0698.01X194",3.78804582560844,4.79397070887975
"12495","95330r-48462n-78081n","S3.0700.01X194",0,2.39425228151987
"12497","95330r-48462n-78081n","S3.0701.01.2X194",3.35130661204869,4.06233776608701
"12499","95330r-48462n-78081n","S3.0701.01X194",2.7669478423497,3.36176331241675
"12501","95330r-48462n-78081n","S3.0710.01X194",3.20558793054127,4.09684144242069
"12505","95330r-48462n-78081n","S3.0720.01X195",0,2.62900699376176
"12507","95330r-48462n-78081n","S3.0723.01X195",2.38508631450579,3.45883716110857
"12509","95330r-48462n-78081n","S3.0736.01X195",3.93827537657221,5.06094810796985
"12511","95330r-48462n-78081n","S3.0748.01X194",0,2.19833507162025
"12517","95330r-48462n-78081n","SMART003X194",2.82790516291049,3.42165339022954
"12519","95330r-48462n-78081n","SMART008X195",2.51446545202954,3.91919720917615
"12521","95330r-48462n-78081n","SMART014X194",0,2.99922616280825
"12523","95330r-48462n-78081n","SMART015X195",3.86094021519883,5.00635949923347
"12525","95330r-48462n-78081n","SMART019X195",5.13832465523715,6.35489164386925
"12529","95330r-48462n-78081n","SMART023X195",4.83318186869916,5.91385429528019
"12531","95330r-48462n-78081n","SMART025X195",0,2.95125778345216
"12533","95330r-48462n-78081n","SMART027X195",5.98524524729407,7.09444229328573
"12537","95330r-48462n-78081n","SMART029X195",3.29768700529249,4.13484650553143
"12539","95330r-48462n-78081n","SMART030X194",0,2.22354188565359
"12541","95330r-48462n-78081n","SMART036X194",3.65842024662923,4.27471978168537
"12543","95330r-48462n-78081n","SMART039X195",2.91831112658541,3.69759139471596
"12545","95330r-48462n-78081n","SMART040X195",6.110424667506,7.27599607979203
"12547","95330r-48462n-78081n","SMART041X195",0,2.80517691183293
"12549","95330r-48462n-78081n","SMART048X194",0,3.19948911106801
"12551","95330r-48462n-78081n","SMART050X194",3.62620585958588,4.39247189253542
"12553","95330r-48462n-78081n","SMART051X194",3.68160304514316,4.41437281071309
"12555","95330r-48462n-78081n","SMART053X195",3.88259419473733,5.06183525079465
"12557","95330r-48462n-78081n","SMART057X195",3.11262602502549,4.41024959361762
"12559","95330r-48462n-78081n","SMART062X195",3.20599319903719,4.72206393745959
"12561","95330r-48462n-78081n","SMART066X194",2.6253929674212,4.06902675423781
"12563","95330r-48462n-78081n","SMART070X195",0,2.33795223683134
"12565","95330r-48462n-78081n","SMART073X195",3.45189049597767,4.83596439623282
"12567","95330r-48462n-78081n","SMART077X195",0,2.49897390699944
"12569","95330r-48462n-78081n","SMART078X194",2.60120710548416,2.84490938381941
"12571","95330r-48462n-78081n","SMART079X195",4.1560666208501,5.26009615372784
"12573","95330r-48462n-78081n","SMART080X195",2.20497226412705,3.8177123259569
"12575","95330r-48462n-78081n","SMART081X194",3.67147893943377,4.3333614626926
"12577","95330r-48462n-78081n","SMART084X195",4.4224485491728,5.62376476667017
"12579","95330r-48462n-78081n","SMART087X194",0,2.95803040636998
"12581","95330r-48462n-78081n","SMART088X194",5.5931115876056,6.57880666877095
"12583","95330r-48462n-78081n","SMART091X195",3.18428438009858,4.50258359721299
"12585","95330r-48462n-78081n","SMART093X195",2.82494395257371,3.84374416467485
"12587","95330r-48462n-78081n","SMART094X194",2.62972823432674,3.52959059643055
"12589","95330r-48462n-78081n","SMART095X195",4.37197629882038,5.37147488716576
"12591","95330r-48462n-78081n","SMART096X194",4.77093882944098,5.78662126963174
"12593","95330r-48462n-78081n","SMART097X195",3.86094021519883,5.09135469583763
"12595","95330r-48462n-78081n","SMART098X194",2.91723004539903,3.30652033472025
"12597","95330r-48462n-78081n","SMART100X195",0,2.3869262414278
"12601","95330r-48462n-78081n","SMART103X195",0,2.95438931001961
"12603","95330r-48462n-78081n","SMART104X194",0,3.0478502278161
"12605","95330r-48462n-78081n","SMART106X195",2.54238908520136,3.63521492952824
"12607","95330r-48462n-78081n","SMART108X195",4.19162250168657,5.32666183955718
"12609","95330r-48462n-78081n","SMART110X195",3.11262602502549,4.05768057785051
"12611","95330r-48462n-78081n","SMART115X195",2.76190687389292,3.98192213280781
"12613","95330r-48462n-78081n","SMART116X194",5.1404347316311,6.03111785898463
"12615","95330r-48462n-78081n","SMART118X195",2.31648799816304,3.37758751602302
"12617","95330r-48462n-78081n","SMART119X194",4.8439508380817,5.76800844695547
"12619","95330r-48462n-78081n","SMART120X194",4.20930881402262,5.12414253488985
"12621","95330r-48462n-78081n","SMART122X195",2.36555989215543,3.30395199722332
"12623","95330r-48462n-78081n","SMART125X195",3.36660593689254,4.57295686362344
"12625","95330r-48462n-78081n","SMART127X194",2.94443897916644,3.87515153065224
"12627","95330r-48462n-78081n","SMART128X195",0,2.484906649788
"12629","95330r-48462n-78081n","SMART129X195",4.36932126217633,5.47516563887694
"12631","95330r-48462n-78081n","SMART136X194",0,2.94706710157271
"12635","95330r-48462n-78081n","SMART147X195",3.25385679376345,4.34846985114504
"12637","95330r-48462n-78081n","SMART150X194",3.42165339022954,4.28524036598619
"12639","95330r-48462n-78081n","SMART151X195",3.62859852322901,5.02834422787703
"12641","95330r-48462n-78081n","SMART155X195",0,2.50959926237837
"12645","95330r-48462n-78081n","SMART164X194",2.99423114742772,3.94545778151438
"12649","95330r-48462n-78081n","SMART171X195",5.26450201805331,6.42797602362147
"12651","95330r-48462n-78081n","SMART173X195",0,2.52252351335931
"12653","95330r-48462n-78081n","SMART178X194",3.73814569541685,4.67506931336776
"12655","95330r-48462n-78081n","SMART184X195",4.67786287138153,5.87745563049611
"12657","95330r-48462n-78081n","SMART188X194",2.72850620966959,3.51393065164939
"12659","95330r-48462n-78081n","SMART189X195",4.47767766547281,5.56198846903831
"12661","95330r-48462n-78081n","SMART198X194",4.95941217268512,5.75688080565122
"12665","95330r-48462n-78081n","SMART204X194",3.79930213536403,4.69482805791863
"12667","95330r-48462n-78081n","SMART215X194",3.47599559173734,4.20155336873755
"12669","95330r-48462n-78081n","SMART232X194",0,2.87525812008612
"12671","95330r-48462n-78081n","SMART235X195",3.46667296362107,4.02820475971756
"12673","95330r-48462n-78081n","SMART238X195",0,2.29857707159651
"12675","95330r-48462n-78081n","SMART240X195",2.75747508442973,4.19915492657445
"12677","95330r-48462n-78081n","SMART241X194",3.38642209608,4.2819300181356
"12679","95330r-48462n-78081n","SMART242X194",0,2.59600069729359
"12681","95330r-48462n-78081n","SMART247X194",4.56309740956618,5.42991564190478
"12683","95330r-48462n-78081n","SMART258X194",3.55706087949309,4.80221613818043
"12685","95330r-48462n-78081n","SMART263X195",3.93847017544299,5.07317181256315
"12687","95330r-48462n-78081n","SMART266X195",3.37997374521053,4.39444915467244
"12689","95330r-48462n-78081n","SMART267X195",3.90217466937333,4.88831698963811
"12691","95330r-48462n-78081n","SMART269X195",3.65532267058509,4.84599647215461
"12693","95330r-48462n-78081n","SMART271X194",4.64966542587464,5.67462825722585
"12695","95330r-48462n-78081n","SMART277X194",4.57150998449546,5.36171461167783
"12697","95330r-48462n-78081n","SMART290X194",3.2240623515555,3.83708391876365
"12699","95330r-48462n-78081n","SMART291X195",3.74761994913654,4.97355628585484
"12701","95330r-48462n-78081n","SMART298X195",3.19703913025903,4.25518708733893
"12703","95330r-48462n-78081n","SMART303X195",3.64675452781327,4.89701856730929
"12705","95330r-48462n-78081n","SMART306X195",4.04707823642101,5.13167228913909
"12707","95330r-48462n-78081n","SMART307X195",3.22882615572137,4.63986142577802
"12709","95330r-48462n-78081n","SMART308X195",2.87016905057865,4.37852049534459
"12711","95330r-48462n-78081n","SMART309X194",4.52796511507912,5.39616976671554
"12713","95330r-48462n-78081n","SMART310X194",2.90361698464619,3.98322676443448
"12715","95330r-48462n-78081n","SMART315X194",2.68920711330073,3.65532267058509
"12717","95330r-48462n-78081n","SMART320X195",4.73224326855157,5.87695116031922
"12721","95330r-48462n-78081n","SMART323X194",2.56955412384829,3.64335893881213
"12723","95330r-48462n-78081n","SMART325X195",4.49267315476095,5.67904569442379
"12725","95330r-48462n-78081n","SMART331X194",0,2.91126311692754
"12727","95330r-48462n-78081n","SMART332X194",5.43612087069523,6.2947308028959
"12729","95330r-48462n-78081n","SMART336X194",5.60385163603115,6.71781678684901
"12731","95330r-48462n-78081n","SMART341X194",2.81241021642645,3.51660723317298
"12733","95330r-48462n-78081n","SMART348X195",2.53765721517353,3.71868094535073
"12735","95330r-48462n-78081n","SMART351X195",2.37954613413017,3.70253578056142
"12737","95330r-48462n-78081n","SMART357X195",2.78809290877575,3.76560898697261
"12739","95330r-48462n-78081n","SMART360X195",2.23323501485925,3.18469837306661
"12743","95330r-48462n-78081n","SMART370X195",3.63151513672437,4.47198159174435
"12745","95330r-48462n-78081n","SMART371X195",3.69262244039277,4.9097093755063
"12747","95330r-48462n-78081n","SMART372X194",3.48523211060523,4.25163317074029
"12749","95330r-48462n-78081n","SMART376X195",0,2.8160073426073
"12751","95330r-48462n-78081n","SMART384X194",0,1.73342389221509
"12753","95330r-48462n-78081n","SMART391X195",4.8769515089082,5.81248739156442
"12755","95330r-48462n-78081n","SMART397X195",3.40684805317097,4.48593609806439
"12757","95330r-48462n-78081n","SO.0386.01X194",0,2.95491027903374
"12759","95330r-48462n-78081n","SO.0437.01X194",3.65970807681366,4.56445235270953
"12761","95330r-48462n-78081n","SO.0456.01X195",2.44755086324423,3.47351804324178
"12763","95330r-48462n-78081n","SO.0458.01X194",0,1.71559810826249
"12765","95330r-48462n-78081n","SO.0479.01X195",3.68386691229039,4.76881847751643
"12767","95330r-48462n-78081n","SO.0491.01X194",2.95958682691764,3.69087745677661
"12769","95330r-48462n-78081n","SO.0665.01X194",0,3.24337329646859
"12771","95330r-48462n-78081n","SO.0679.02X194",0,1.65441127807683
"12775","95330r-48462n-78081n","SO.0746.01X194",0,2.6748380668961
"12777","95330r-48462n-78081n","SO.0749.01X194",3.12368563786445,4.20065462691552
"12779","95330r-48462n-78081n","SO.0761.01X194",3.29398329735501,4.00896821148462
"12783","11164-11926-85530","CSC032X195",0,1.77155676191054
"12880","11164-11926-85530","SMART019X195",0,1.73871024813824
"12892","11164-11926-85530","SMART029X195",0,1.63119940421561
"12900","11164-11926-85530","SMART040X195",0,2.08567209143047
"12902","11164-11926-85530","SMART041X195",0,1.63899671467564
"12912","11164-11926-85530","SMART057X195",0,1.62727783056243
"12914","11164-11926-85530","SMART062X195",0,1.64865862558738
"12936","11164-11926-85530","SMART088X194",0,1.8213182714696
"12948","11164-11926-85530","SMART097X195",0,1.70292825552144
"12966","11164-11926-85530","SMART115X195",0,1.7404661748405
"13004","11164-11926-85530","SMART171X195",0,1.80335860507141
"13046","11164-11926-85530","SMART269X195",0,1.85159946958407
"13054","11164-11926-85530","SMART291X195",0,1.78339121955754
"13060","11164-11926-85530","SMART306X195",0,3.42165339022954
"13092","11164-11926-85530","SMART357X195",0,1.84687876844913
"13142","12155-8452-83419","CSC035X194",0,1.70292825552144
"13195","12155-8452-83419","S3.0665.01X194",2.06812778177956,2.50225528812261
"13219","12155-8452-83419","S3.0736.01X195",1.66959183525385,0
"13243","12155-8452-83419","SMART027X195",0,1.62334081760309
"13255","12155-8452-83419","SMART040X195",2.04510886259933,2.28238238567653
"13279","12155-8452-83419","SMART078X194",0,1.95586047990848
"13291","12155-8452-83419","SMART088X194",1.92424865227413,0
"13305","12155-8452-83419","SMART098X194",1.61740608208328,1.91985947185537
"13307","12155-8452-83419","SMART100X195",1.67147330335355,0
"13309","12155-8452-83419","SMART102X194",0,2.7173402480093
"13317","12155-8452-83419","SMART108X195",1.65441127807683,0
"13341","12155-8452-83419","SMART136X194",0,1.79342474854712
"13347","12155-8452-83419","SMART150X194",2.84141491316963,2.99972429482353
"13353","12155-8452-83419","SMART160X194",0,1.67709656090792
"13355","12155-8452-83419","SMART164X194",0,1.8099267731835
"13359","12155-8452-83419","SMART171X195",1.64287268852034,1.66770682055808
"13367","12155-8452-83419","SMART188X194",0,1.61938824328727
"13371","12155-8452-83419","SMART198X194",0,1.79342474854712
"13403","12155-8452-83419","SMART271X194",1.80828877117927,0
"13415","12155-8452-83419","SMART306X195",1.81319474994812,1.62531126159039
"13427","12155-8452-83419","SMART320X195",1.63510565918268,1.72988406550997
"13435","12155-8452-83419","SMART331X194",1.7509374747078,2.05923883436232
"13437","12155-8452-83419","SMART332X194",2.06178660644112,2.21156569460688
"13447","12155-8452-83419","SMART357X195",0,1.64480505627139
"13449","12155-8452-83419","SMART360X195",1.92278773163446,2.12465388450138
"13457","12155-8452-83419","SMART372X194",1.78170913337455,0
"13634","12296-2206-35931","SMART078X194",0,1.64287268852034
"13666","12296-2206-35931","SMART103X195",0,1.86097453824953
"13676","12296-2206-35931","SMART115X195",0,1.97269117173296
"13712","12296-2206-35931","SMART170X194",0,1.68268837417369
"13724","12296-2206-35931","SMART189X195",0,1.83577635464483
"13746","12296-2206-35931","SMART247X194",0,2.20165917440409
"13762","12296-2206-35931","SMART290X194",0,3.11351530921037
"13768","12296-2206-35931","SMART303X195",0,3.11927645964545
"13788","12296-2206-35931","SMART325X195",0,3.01700440882953
"13850","12396-79741-88658","CSC034X195",0,2.12704052047911
"13862","12396-79741-88658","S3.0153.01X194",0,1.74396880539171
"13867","12396-79741-88658","S3.0169.01X194",0,2.8106067894273
"13871","12396-79741-88658","S3.0195.01X194",0,2.11384296839717
"13878","12396-79741-88658","S3.0586.01X195",0,1.708377860289
"13882","12396-79741-88658","S3.0613.01X195",0,2.20055236742889
"13937","12396-79741-88658","SMART003X194",0,1.92716410623426
"13943","12396-79741-88658","SMART015X195",0,1.76473079684014
"13953","12396-79741-88658","SMART027X195",0,1.6752256529721
"13957","12396-79741-88658","SMART029X195",0,1.66959183525385
"13965","12396-79741-88658","SMART040X195",0,2.74791173452734
"13975","12396-79741-88658","SMART053X195",0,2.09186406167839
"14001","12396-79741-88658","SMART088X194",0,1.7404661748405
"14011","12396-79741-88658","SMART096X194",0,1.65249740189455
"14013","12396-79741-88658","SMART097X195",2.06305806242931,0
"14019","12396-79741-88658","SMART102X194",2.77695417974942,3.42881254869513
"14023","12396-79741-88658","SMART104X194",0,1.73342389221509
"14025","12396-79741-88658","SMART106X195",2.94021956362373,3.53863779078339
"14029","12396-79741-88658","SMART110X195",0,2.52652832447882
"14039","12396-79741-88658","SMART120X194",0,1.67335123817775
"14047","12396-79741-88658","SMART128X195",0,2.78747733473353
"14049","12396-79741-88658","SMART129X195",2.09186406167839,2.91560622907471
"14051","12396-79741-88658","SMART136X194",3.87618855241893,4.83517017809879
"14063","12396-79741-88658","SMART160X194",0,2.68239045432163
"14069","12396-79741-88658","SMART171X195",0,1.90359895098359
"14085","12396-79741-88658","SMART204X194",0,1.85941811770187
"14095","12396-79741-88658","SMART240X195",2.089391872533,3.0568273729138
"14105","12396-79741-88658","SMART263X195",0,1.66959183525385
"14109","12396-79741-88658","SMART267X195",0,2.11142458753289
"14113","12396-79741-88658","SMART271X194",0,1.81645208181843
"14115","12396-79741-88658","SMART277X194",0,3.04499851485691
"14117","12396-79741-88658","SMART290X194",2.55955019278377,3.72255598047332
"14123","12396-79741-88658","SMART303X195",0,2.71866038021423
"14137","12396-79741-88658","SMART320X195",0,1.66203036255327
"14145","12396-79741-88658","SMART331X194",0,2.13653050866396
"14147","12396-79741-88658","SMART332X194",0,1.94161522477243
"14149","12396-79741-88658","SMART336X194",0,1.6467336971778
"14171","12396-79741-88658","SMART384X194",0,1.91839212016142
"14203","15936-22673-94575","CSC032X195",0,2.28033948404673
"14229","15936-22673-94575","S3.0500.01X195",0,1.61143591509677
"14233","15936-22673-94575","S3.0586.01X195",0,3.11484775444415
"14258","15936-22673-94575","S3.0662.01X195",2.43185742869818,3.25694202567466
"14266","15936-22673-94575","S3.0693.01X195",0,1.91102289005487
"14272","15936-22673-94575","S3.0701.01.2X194",0,1.84213567655312
"14298","15936-22673-94575","SMART015X195",0,1.7281094421516
"14300","15936-22673-94575","SMART019X195",0,1.6752256529721
"14302","15936-22673-94575","SMART020X195",0,1.7245507195346
"14304","15936-22673-94575","SMART023X195",0,2.18829594659192
"14308","15936-22673-94575","SMART027X195",0,1.89009536994892
"14312","15936-22673-94575","SMART029X195",1.7732559976635,2.83321334405622
"14316","15936-22673-94575","SMART036X194",0,1.880990602956
"14320","15936-22673-94575","SMART040X195",0,2.15755932094379
"14322","15936-22673-94575","SMART041X195",0,1.64865862558738
"14330","15936-22673-94575","SMART053X195",0,1.81645208181843
"14332","15936-22673-94575","SMART057X195",0,2.57337529777561
"14340","15936-22673-94575","SMART073X195",0,2.06432790386979
"14342","15936-22673-94575","SMART077X195",0,1.73518911773966
"14352","15936-22673-94575","SMART084X195",0,1.73342389221509
"14360","15936-22673-94575","SMART093X195",0,1.63119940421561
"14364","15936-22673-94575","SMART095X195",0,1.77495235091167
"14368","15936-22673-94575","SMART097X195",1.97962120639763,3.73098063013257
"14376","15936-22673-94575","SMART103X195",0,1.63119940421561
"14382","15936-22673-94575","SMART108X195",0,1.89911798754855
"14386","15936-22673-94575","SMART115X195",0,1.91985947185537
"14392","15936-22673-94575","SMART119X194",0,1.62727783056243
"14398","15936-22673-94575","SMART125X195",0,1.79674701073909
"14410","15936-22673-94575","SMART147X195",0,1.69009581545155
"14414","15936-22673-94575","SMART151X195",3.12895111734021,4.39420221060402
"14424","15936-22673-94575","SMART171X195",0,2.47401420862158
"14428","15936-22673-94575","SMART178X194",2.35042242240821,3.35759374418002
"14430","15936-22673-94575","SMART184X195",0,1.81156209652423
"14434","15936-22673-94575","SMART189X195",0,1.92716410623426
"14436","15936-22673-94575","SMART198X194",0,1.70110510095992
"14446","15936-22673-94575","SMART235X195",0,1.61143591509677
"14448","15936-22673-94575","SMART238X195",0,1.97129938306013
"14460","15936-22673-94575","SMART263X195",0,1.89311196348834
"14466","15936-22673-94575","SMART269X195",0,2.44927947214485
"14474","15936-22673-94575","SMART291X195",0,1.7509374747078
"14478","15936-22673-94575","SMART303X195",0,2.002830439308
"14480","15936-22673-94575","SMART306X195",0,2.0188950418118
"14492","15936-22673-94575","SMART320X195",0,1.94876321803772
"14498","15936-22673-94575","SMART325X195",0,2.07944154167984
"14512","15936-22673-94575","SMART357X195",0,1.84054963339749
"14518","15936-22673-94575","SMART370X195",0,1.85629799036563
"14530","15936-22673-94575","SMART397X195",0,1.65632149833295
"14562","16586-94490-82766","CSC035X194",2.94706710157271,3.19703913025903
"14623","16586-94490-82766","S3.0698.01X194",0,1.76814960358892
"14651","16586-94490-82766","SMART014X194",1.68082790852077,0
"14655","16586-94490-82766","SMART019X195",1.97685495290473,0
"14659","16586-94490-82766","SMART023X195",3.69535842021165,2.88647528761704
"14675","16586-94490-82766","SMART040X195",1.70110510095992,1.63315443905142
"14685","16586-94490-82766","SMART053X195",4.1217975890034,3.09602999486936
"14695","16586-94490-82766","SMART073X195",1.70292825552144,0
"14697","16586-94490-82766","SMART077X195",2.71997877196748,2.12106321637066
"14723","16586-94490-82766","SMART097X195",1.64093657949347,0
"14725","16586-94490-82766","SMART098X194",3.35724549413297,3.38065448043083
"14737","16586-94490-82766","SMART108X195",2.02551319965428,1.69744878975681
"14741","16586-94490-82766","SMART115X195",1.7245507195346,0
"14747","16586-94490-82766","SMART119X194",2.93332481342537,2.35896542643015
"14759","16586-94490-82766","SMART129X195",1.6094379124341,0
"14775","16586-94490-82766","SMART164X194",1.99197551589856,0
"14779","16586-94490-82766","SMART171X195",3.34849959266171,2.71137799119488
"14791","16586-94490-82766","SMART198X194",2.14826773260969,2.13060982825424
"14799","16586-94490-82766","SMART232X194",2.37211115564266,1.98787434815435
"14819","16586-94490-82766","SMART267X195",2.10900034392138,0
"14837","16586-94490-82766","SMART307X195",3.09919098192222,2.35422832614588
"14847","16586-94490-82766","SMART320X195",4.49780766765959,3.90358752660704
"14851","16586-94490-82766","SMART323X194",3.69012867351437,3.72497027425829
"14853","16586-94490-82766","SMART325X195",3.40419289064195,2.97143958098495
"14867","16586-94490-82766","SMART357X195",1.77833644889591,0
"14869","16586-94490-82766","SMART360X195",2.03077636969855,0
"14883","16586-94490-82766","SMART391X195",2.32532457996354,2.20165917440409
"14897","16586-94490-82766","SO.0491.01X194",1.66013102674962,0
"14911","17535-78394-10800","CSC024X194",0,1.62727783056243
"14955","17535-78394-10800","S3.0631.01X195",0,1.8229350866965
"14992","17535-78394-10800","S3.0723.01X195",0,2.00012773496011
"15010","17535-78394-10800","SMART019X195",0,1.79342474854712
"15018","17535-78394-10800","SMART027X195",0,1.80500469597808
"15040","17535-78394-10800","SMART053X195",0,1.64093657949347
"15042","17535-78394-10800","SMART057X195",0,1.93296963777958
"15062","17535-78394-10800","SMART084X195",0,2.36837283353205
"15076","17535-78394-10800","SMART096X194",0,2.1126345090356
"15096","17535-78394-10800","SMART115X195",0,1.64287268852034
"15134","17535-78394-10800","SMART171X195",0,1.73165554515835
"15152","17535-78394-10800","SMART215X194",3.01012815383772,3.64805745959368
"15168","17535-78394-10800","SMART258X194",0,1.9823798288367
"15174","17535-78394-10800","SMART267X195",0,1.94591014905531
"15234","17535-78394-10800","SMART376X195",0,1.73165554515835
"15254","17535-78394-10800","SO.0665.01X194",0,2.22786154679811
"15373","21855-82719-44992","SMART027X195",0,2.01223279198639
"15377","21855-82719-44992","SMART029X195",1.73518911773966,0
"15385","21855-82719-44992","SMART040X195",1.87640694328834,1.93007108502557
"15387","21855-82719-44992","SMART041X195",1.63510565918268,1.9473377010465
"15421","21855-82719-44992","SMART088X194",1.8099267731835,0
"15447","21855-82719-44992","SMART108X195",0,1.64865862558738
"15471","21855-82719-44992","SMART136X194",0,1.64093657949347
"15483","21855-82719-44992","SMART160X194",0,1.65632149833295
"15489","21855-82719-44992","SMART171X195",1.8099267731835,1.74396880539171
"15511","21855-82719-44992","SMART235X195",1.79342474854712,2.5748996883147
"15533","21855-82719-44992","SMART271X194",1.71739505393919,0
"15557","21855-82719-44992","SMART320X195",1.69009581545155,1.63705307946707
"15627","21857-2933-83499","CSC035X194",1.88706964903238,0
"15684","21857-2933-83499","S3.0693.01.2X194",1.69927861643389,0
"15686","21857-2933-83499","S3.0693.01X195",2.33601986908028,0
"15692","21857-2933-83499","S3.0701.01.2X194",1.61342993370364,0
"15696","21857-2933-83499","S3.0710.01X194",1.82616089594539,0
"15714","21857-2933-83499","SMART008X195",3.67351197698281,3.15359035816957
"15724","21857-2933-83499","SMART023X195",2.6253929674212,0
"15728","21857-2933-83499","SMART027X195",3.00022217882684,0
"15734","21857-2933-83499","SMART030X194",1.65441127807683,0
"15740","21857-2933-83499","SMART040X195",2.03731661537916,0
"15748","21857-2933-83499","SMART051X194",2.61227324570844,0
"15752","21857-2933-83499","SMART057X195",1.61342993370364,0
"15768","21857-2933-83499","SMART080X195",3.07731226054641,2.21484617868604
"15770","21857-2933-83499","SMART081X194",3.29583686600433,3.13375357145137
"15780","21857-2933-83499","SMART093X195",2.55100645149252,0
"15788","21857-2933-83499","SMART097X195",2.06178660644112,0
"15790","21857-2933-83499","SMART098X194",1.80828877117927,0
"15802","21857-2933-83499","SMART108X195",3.28053520525493,2.84374591655611
"15808","21857-2933-83499","SMART116X194",2.04769284336526,0
"15818","21857-2933-83499","SMART125X195",1.74221902366792,0
"15822","21857-2933-83499","SMART128X195",2.94391252482419,0
"15838","21857-2933-83499","SMART160X194",1.90805992492422,0
"15840","21857-2933-83499","SMART164X194",1.97962120639763,0
"15866","21857-2933-83499","SMART235X195",2.07317192866624,0
"15868","21857-2933-83499","SMART238X195",1.64865862558738,0
"15886","21857-2933-83499","SMART269X195",2.42125662271154,0
"15906","21857-2933-83499","SMART309X194",1.7732559976635,0
"15916","21857-2933-83499","SMART323X194",2.49485698064117,0
"15926","21857-2933-83499","SMART341X194",2.63044895507866,0
"15930","21857-2933-83499","SMART351X195",1.8531680973567,0
"15932","21857-2933-83499","SMART357X195",1.8961194845523,0
"15942","21857-2933-83499","SMART372X194",2.24918431626693,0
"15974","21857-2933-83499","SO.0761.01X194",2.15176220325946,0
"15992","23303-64927-23298","S3.0153.01X194",0,1.84687876844913
"16033","23303-64927-23298","S3.0662.01X195",1.66392609771817,0
"16041","23303-64927-23298","S3.0693.01X195",1.76644166124377,0
"16069","23303-64927-23298","SMART008X195",1.66959183525385,0
"16073","23303-64927-23298","SMART015X195",1.91985947185537,0
"16075","23303-64927-23298","SMART019X195",1.71199450075919,1.71199450075919
"16079","23303-64927-23298","SMART023X195",1.72097928716701,0
"16081","23303-64927-23298","SMART025X195",1.64287268852034,0
"16083","23303-64927-23298","SMART027X195",1.97823903617067,0
