"","wildtypeIDs","sampleXplate","lhfc_G","lhfc_G4S"
"6809","49030r-94173n-38957n","S3.0693.01.2X194",4.5761532369176,4.74449725120919
"6811","49030r-94173n-38957n","S3.0693.01X195",5.19134444054393,5.41650032222575
"6825","49030r-94173n-38957n","S3.0720.01X195",1.94876321803772,2.20276475771183
"6835","49030r-94173n-38957n","S3.0906.01X194",3.66995144422842,3.80532826675718
"6837","49030r-94173n-38957n","SMART003X194",4.12665039697402,4.18464220020288
"6841","49030r-94173n-38957n","SMART014X194",1.90359895098359,2.38139627341834
"6843","49030r-94173n-38957n","SMART015X195",2.92262380173335,2.94654202936322
"6851","49030r-94173n-38957n","SMART025X195",4.60497016598542,4.74745069324486
"6855","49030r-94173n-38957n","SMART028X194",3.19499288440487,3.37142522332849
"6857","49030r-94173n-38957n","SMART029X195",1.66959183525385,0
"6859","49030r-94173n-38957n","SMART030X194",4.49222542697196,4.71151022175942
"6865","49030r-94173n-38957n","SMART040X195",0,1.66013102674962
"6867","49030r-94173n-38957n","SMART041X195",5.51475850680257,5.63056641232494
"6869","49030r-94173n-38957n","SMART048X194",2.07819075977818,2.25023861262184
"6873","49030r-94173n-38957n","SMART051X194",2.58173083442354,2.67896462020711
"6881","49030r-94173n-38957n","SMART066X194",0,1.82776990675109
"6885","49030r-94173n-38957n","SMART073X195",0,1.63119940421561
"6887","49030r-94173n-38957n","SMART077X195",0,1.83736998048011
"6893","49030r-94173n-38957n","SMART080X195",0,1.87487437593856
"6895","49030r-94173n-38957n","SMART081X194",0,2.006870848845
"6901","49030r-94173n-38957n","SMART088X194",3.4445761049641,3.81617267977131
"6905","49030r-94173n-38957n","SMART093X195",4.29428772036588,4.4928969435053
"6907","49030r-94173n-38957n","SMART094X194",1.66581824587021,0
"6917","49030r-94173n-38957n","SMART100X195",4.28799064274729,5.12853684124839
"6925","49030r-94173n-38957n","SMART106X195",0,1.85002837735203
"6927","49030r-94173n-38957n","SMART108X195",4.49110522970012,4.81234694378022
"6929","49030r-94173n-38957n","SMART110X195",0,1.90805992492422
"6931","49030r-94173n-38957n","SMART115X195",2.50061594349318,2.797890905102
"6935","49030r-94173n-38957n","SMART118X195",3.04499851485691,3.54673968695281
"6937","49030r-94173n-38957n","SMART119X194",4.79115170361353,5.01409596572524
"6949","49030r-94173n-38957n","SMART129X195",0,1.69377906086785
"6951","49030r-94173n-38957n","SMART136X194",0,1.80664808172181
"6961","49030r-94173n-38957n","SMART155X195",2.72261035243354,3.03543364040554
"6963","49030r-94173n-38957n","SMART160X194",0,1.75267208052001
"6965","49030r-94173n-38957n","SMART164X194",4.756688833627,4.8867335774317
"6969","49030r-94173n-38957n","SMART171X195",4.60586994110236,4.86182587983475
"6973","49030r-94173n-38957n","SMART178X194",2.27624111765444,2.40152504084895
"6977","49030r-94173n-38957n","SMART188X194",1.64093657949347,1.97685495290473
"6979","49030r-94173n-38957n","SMART189X195",2.089391872533,2.30358459332713
"6981","49030r-94173n-38957n","SMART198X194",2.7127060126384,3.09421922026864
"6983","49030r-94173n-38957n","SMART203X194",3.39350117502768,3.62620585958588
"6985","49030r-94173n-38957n","SMART204X194",2.46894663020927,2.68375750853317
"6989","49030r-94173n-38957n","SMART232X194",3.52105234347043,4.47414992354969
"6991","49030r-94173n-38957n","SMART235X195",4.71644318839752,5.03480744606724
"6995","49030r-94173n-38957n","SMART240X195",4.22683374526818,4.57006100887452
"7001","49030r-94173n-38957n","SMART247X194",2.25339484880327,2.52412736294128
"7009","49030r-94173n-38957n","SMART267X195",3.74573226570672,4.03282370557385
"7013","49030r-94173n-38957n","SMART271X194",0,1.91985947185537
"7015","49030r-94173n-38957n","SMART277X194",4.5396712037554,4.59713801429083
"7017","49030r-94173n-38957n","SMART290X194",1.95444505150515,2.19165353228676
"7021","49030r-94173n-38957n","SMART298X195",1.7630170003624,2.06305806242931
"7025","49030r-94173n-38957n","SMART306X195",4.97224090610894,5.14830809922133
"7027","49030r-94173n-38957n","SMART307X195",3.72665681844797,3.88321192357403
"7041","49030r-94173n-38957n","SMART323X194",2.87976009730157,3.46636070756857
"7045","49030r-94173n-38957n","SMART331X194",3.40352799700044,3.48584485572244
"7047","49030r-94173n-38957n","SMART332X194",0,1.73871024813824
"7051","49030r-94173n-38957n","SMART341X194",1.61143591509677,1.88706964903238
"7057","49030r-94173n-38957n","SMART357X195",1.90210752639692,1.71018781553424
"7061","49030r-94173n-38957n","SMART369X194",1.92716410623426,2.27212588550934
"7063","49030r-94173n-38957n","SMART370X195",2.7813006628418,2.99573227355399
"7069","49030r-94173n-38957n","SMART376X195",4.04006435530903,4.60055957343041
"7071","49030r-94173n-38957n","SMART384X194",4.18479446514417,4.21582445975981
"7081","49030r-94173n-38957n","SO.0456.01X195",2.47737838336721,2.58851563240702
"7083","49030r-94173n-38957n","SO.0458.01X194",0,2.11986345617875
"7085","49030r-94173n-38957n","SO.0479.01X195",2.29152414563462,2.3832429960115
"7099","49030r-94173n-38957n","SO.0761.01X194",3.21366225781531,3.26652247833555
"7101","52913r-55627n-2206n","CSC024X194",0,3.91122268525738
"7103","52913r-55627n-2206n","CSC032X195",0,3.59621576925052
"7105","52913r-55627n-2206n","CSC034X195",3.54904250892614,4.73074500889616
"7107","52913r-55627n-2206n","CSC035X194",0,3.81793208202855
"7109","52913r-55627n-2206n","S3.0078.01X194",0,3.01258939062041
"7111","52913r-55627n-2206n","S3.0137.01X195",0,2.16561923792089
"7117","52913r-55627n-2206n","S3.0153.01X194",3.64257370123742,5.2179746138655
"7122","52913r-55627n-2206n","S3.0169.01X194",0,2.65183252110398
"7124","52913r-55627n-2206n","S3.0171.01X194",0,2.69934576047206
"7126","52913r-55627n-2206n","S3.0195.01X194",0,2.77258872223978
"7127","52913r-55627n-2206n","S3.0495.01X194",0,2.5564518169511
"7131","52913r-55627n-2206n","S3.0521.01X195",0,1.8961194845523
"7133","52913r-55627n-2206n","S3.0586.01X195",3.30064012667084,4.74762415378302
"7135","52913r-55627n-2206n","S3.0598.01X195",0,2.68239045432163
"7137","52913r-55627n-2206n","S3.0613.01X195",0,4.0886617790866
"7145","52913r-55627n-2206n","S3.0631.01X195",3.00963517872298,4.33532803166464
"7150","52913r-55627n-2206n","S3.0639.01X195",0,3.43849316640585
"7154","52913r-55627n-2206n","S3.0652.01X195",0,2.19165353228676
"7156","52913r-55627n-2206n","S3.0657.01X194",0,3.1561489949599
"7158","52913r-55627n-2206n","S3.0662.01X195",2.93704327720531,4.68711876863526
"7160","52913r-55627n-2206n","S3.0665.01X194",0,2.96578839718092
"7166","52913r-55627n-2206n","S3.0693.01X195",0,2.73371794785079
"7180","52913r-55627n-2206n","S3.0720.01X195",2.52652832447882,3.86115067505439
"7182","52913r-55627n-2206n","S3.0723.01X195",0,3.2910104226274
"7184","52913r-55627n-2206n","S3.0736.01X195",0,2.93863268151342
"7186","52913r-55627n-2206n","S3.0748.01X194",0,2.53765721517353
"7190","52913r-55627n-2206n","S3.0906.01X194",0,2.23430625224075
"7192","52913r-55627n-2206n","SMART003X194",0,3.13983261752775
"7194","52913r-55627n-2206n","SMART008X195",3.21124679770371,4.63443768366866
"7196","52913r-55627n-2206n","SMART014X194",0,3.43269604872153
"7198","52913r-55627n-2206n","SMART015X195",3.47444784340175,5.03889875936911
"7200","52913r-55627n-2206n","SMART019X195",4.15402756438327,5.81523439995034
"7202","52913r-55627n-2206n","SMART020X195",0,2.74983173511717
"7204","52913r-55627n-2206n","SMART023X195",0,2.61520365073586
"7206","52913r-55627n-2206n","SMART025X195",0,4.55902152996211
"7210","52913r-55627n-2206n","SMART028X194",0,2.47148362945586
"7216","52913r-55627n-2206n","SMART036X194",0,2.85070650150373
"7218","52913r-55627n-2206n","SMART039X195",0,3.77711924296334
"7220","52913r-55627n-2206n","SMART040X195",0,2.06432790386979
"7222","52913r-55627n-2206n","SMART041X195",3.96480519086712,5.80973281633246
"7224","52913r-55627n-2206n","SMART048X194",0,3.68612566591732
"7226","52913r-55627n-2206n","SMART050X194",3.19703913025903,5.10181574618025
"7228","52913r-55627n-2206n","SMART051X194",2.95334655705755,4.59086840127723
"7232","52913r-55627n-2206n","SMART057X195",0,3.21927574488953
"7236","52913r-55627n-2206n","SMART066X194",0,4.20349787611862
"7238","52913r-55627n-2206n","SMART070X195",0,3.87328217711172
"7240","52913r-55627n-2206n","SMART073X195",3.95393240850536,5.3095045559386
"7242","52913r-55627n-2206n","SMART077X195",3.26499576048175,4.82108769221056
"7248","52913r-55627n-2206n","SMART080X195",3.01160562271028,4.68231639516474
"7250","52913r-55627n-2206n","SMART081X194",2.98971420122843,4.48107980075704
"7254","52913r-55627n-2206n","SMART087X194",0,3.09331260189286
"7256","52913r-55627n-2206n","SMART088X194",3.85184828239208,5.34739320419463
"7258","52913r-55627n-2206n","SMART091X195",0,1.9643112344262
"7260","52913r-55627n-2206n","SMART093X195",3.40452517175483,4.98723018564993
"7262","52913r-55627n-2206n","SMART094X194",0,3.43204984514492
"7264","52913r-55627n-2206n","SMART095X195",0,3.00815479355255
"7266","52913r-55627n-2206n","SMART096X194",0,3.67376581630389
"7268","52913r-55627n-2206n","SMART097X195",0,3.24765762629365
"7272","52913r-55627n-2206n","SMART100X195",0,2.62684014567667
"7274","52913r-55627n-2206n","SMART102X194",3.08831145484708,4.92027285401586
"7280","52913r-55627n-2206n","SMART106X195",3.53339455127354,5.03922275094817
"7282","52913r-55627n-2206n","SMART108X195",3.65842024662923,5.18984089021195
"7286","52913r-55627n-2206n","SMART115X195",0,4.00496675107088
"7290","52913r-55627n-2206n","SMART118X195",3.67528750059447,5.19234555297459
"7292","52913r-55627n-2206n","SMART119X194",2.76883167336207,4.7999142627806
"7296","52913r-55627n-2206n","SMART122X195",3.8411712644562,5.36185538735202
"7304","52913r-55627n-2206n","SMART129X195",0,3.0243197304059
"7306","52913r-55627n-2206n","SMART136X194",0,2.62900699376176
"7310","52913r-55627n-2206n","SMART147X195",3.76722842052491,5.57825704386166
"7312","52913r-55627n-2206n","SMART150X194",0,2.4518667957098
"7314","52913r-55627n-2206n","SMART151X195",0,3.35270717250172
"7322","52913r-55627n-2206n","SMART170X194",3.11662159082944,4.77347733139647
"7326","52913r-55627n-2206n","SMART173X195",0,3.07223024452672
"7328","52913r-55627n-2206n","SMART178X194",2.84607149899958,4.39654572077308
"7332","52913r-55627n-2206n","SMART188X194",0,2.66235524184008
"7334","52913r-55627n-2206n","SMART189X195",0,3.42718996193641
"7336","52913r-55627n-2206n","SMART198X194",3.33291854090886,4.96165511187454
"7338","52913r-55627n-2206n","SMART203X194",3.13418901670101,4.66579480780453
"7340","52913r-55627n-2206n","SMART204X194",0,2.19053558918542
"7342","52913r-55627n-2206n","SMART215X194",3.08282698040492,4.51129897037802
"7346","52913r-55627n-2206n","SMART235X195",0,2.46809953147162
"7348","52913r-55627n-2206n","SMART238X195",0,2.13888900032326
"7350","52913r-55627n-2206n","SMART240X195",0,2.97858611471902
"7352","52913r-55627n-2206n","SMART241X194",0,3.11750733047991
"7354","52913r-55627n-2206n","SMART242X194",3.35130661204869,4.65214918718209
"7356","52913r-55627n-2206n","SMART247X194",0,3.81815178981808
"7360","52913r-55627n-2206n","SMART263X195",0,3.28316431475056
"7362","52913r-55627n-2206n","SMART266X195",0,3.42491390827947
"7364","52913r-55627n-2206n","SMART267X195",2.9274534328007,4.30609006858394
"7370","52913r-55627n-2206n","SMART277X194",2.86960199640978,4.69911579883062
"7372","52913r-55627n-2206n","SMART290X194",0,3.3467411958661
"7380","52913r-55627n-2206n","SMART306X195",3.52459425980608,5.13037197569859
"7382","52913r-55627n-2206n","SMART307X195",3.22087382753087,4.43153082957697
"7386","52913r-55627n-2206n","SMART309X194",3.37073817417745,4.86968598040803
"7388","52913r-55627n-2206n","SMART310X194",0,3.58240720960342
"7390","52913r-55627n-2206n","SMART315X194",0,2.71204222237175
"7396","52913r-55627n-2206n","SMART323X194",0,3.75863869852879
"7398","52913r-55627n-2206n","SMART325X195",3.93358878334271,5.40524165886954
"7400","52913r-55627n-2206n","SMART331X194",2.62972823432674,4.1358063520297
"7402","52913r-55627n-2206n","SMART332X194",2.94233149682688,4.73838902977431
"7406","52913r-55627n-2206n","SMART341X194",0,3.66509892544853
"7410","52913r-55627n-2206n","SMART351X195",0,4.19388819255836
"7414","52913r-55627n-2206n","SMART360X195",3.10458667846607,4.29932414290864
"7416","52913r-55627n-2206n","SMART369X194",0,4.0876555740713
"7420","52913r-55627n-2206n","SMART371X195",0,2.32042501112238
"7422","52913r-55627n-2206n","SMART372X194",3.5801800371906,5.28091685186787
"7424","52913r-55627n-2206n","SMART376X195",0,2.3869262414278
"7426","52913r-55627n-2206n","SMART384X194",3.24415363205247,5.14271563445346
"7428","52913r-55627n-2206n","SMART391X195",3.28316431475056,4.85015350390676
"7430","52913r-55627n-2206n","SMART397X195",2.73825604315928,4.49446206400367
"7434","52913r-55627n-2206n","SO.0437.01X194",0,3.01062088604774
"7436","52913r-55627n-2206n","SO.0456.01X195",0,2.69799986524871
"7442","52913r-55627n-2206n","SO.0491.01X194",0,3.72737875326455
"7444","52913r-55627n-2206n","SO.0665.01X194",0,2.82197394742052
"7446","52913r-55627n-2206n","SO.0679.02X194",0,1.97962120639763
"7458","54386n-25305r-12155n","CSC032X195",3.40186382620532,4.69829616397758
"7466","54386n-25305r-12155n","S3.0137.01X195",2.45358796653057,3.38472918895485
"7468","54386n-25305r-12155n","S3.0144.01X194",0,2.82018770103906
"7472","54386n-25305r-12155n","S3.0153.01X194",3.43107975614403,5.95607050290888
"7474","54386n-25305r-12155n","S3.0154.01X195",0,3.47846701715346
"7477","54386n-25305r-12155n","S3.0169.01X194",0,2.75684036527164
"7482","54386n-25305r-12155n","S3.0495.01X194",0,2.84723226523555
"7488","54386n-25305r-12155n","S3.0586.01X195",2.5360749363624,4.45026922477013
"7490","54386n-25305r-12155n","S3.0598.01X195",0,3.14802408389625
"7492","54386n-25305r-12155n","S3.0613.01X195",0,3.55905546627774
"7498","54386n-25305r-12155n","S3.0630.01X195",0,3.11971825333498
"7513","54386n-25305r-12155n","S3.0662.01X195",3.52134798279262,5.10515728457309
"7515","54386n-25305r-12155n","S3.0665.01X194",0,2.56417983068251
"7531","54386n-25305r-12155n","S3.0710.01X194",0,3.73409179693548
"7533","54386n-25305r-12155n","S3.0719.01X195",0,2.09186406167839
"7537","54386n-25305r-12155n","S3.0723.01X195",0,2.06686275947298
"7539","54386n-25305r-12155n","S3.0736.01X195",3.299164656097,4.82438603396432
"7545","54386n-25305r-12155n","S3.0906.01X194",0,3.31709087236516
"7547","54386n-25305r-12155n","SMART003X194",0,3.3322045101752
"7549","54386n-25305r-12155n","SMART008X195",2.70136121295141,4.35926964755127
"7553","54386n-25305r-12155n","SMART015X195",0,3.64571095871256
"7555","54386n-25305r-12155n","SMART019X195",0,2.62900699376176
"7557","54386n-25305r-12155n","SMART020X195",0,4.01078177745141
"7567","54386n-25305r-12155n","SMART029X195",0,2.18154676461699
"7577","54386n-25305r-12155n","SMART041X195",0,1.63510565918268
"7589","54386n-25305r-12155n","SMART062X195",3.61280801716264,5.60532401086924
"7593","54386n-25305r-12155n","SMART070X195",0,3.70941710533148
"7597","54386n-25305r-12155n","SMART077X195",3.79458990853605,5.30722755267779
"7599","54386n-25305r-12155n","SMART078X194",3.85946575468947,5.98355837553688
"7611","54386n-25305r-12155n","SMART088X194",0,4.62927726133132
"7619","54386n-25305r-12155n","SMART095X195",3.09693415406296,4.56726061291487
"7625","54386n-25305r-12155n","SMART098X194",0,3.58878283757565
"7627","54386n-25305r-12155n","SMART100X195",2.64119789411437,4.62947247851106
"7629","54386n-25305r-12155n","SMART102X194",3.35515344316075,5.70847146414233
"7631","54386n-25305r-12155n","SMART103X195",0,1.63119940421561
"7637","54386n-25305r-12155n","SMART108X195",4.38664097222463,5.93787915418423
"7641","54386n-25305r-12155n","SMART115X195",5.10017125940711,6.76481980628232
"7649","54386n-25305r-12155n","SMART120X194",0,3.25462899457402
"7653","54386n-25305r-12155n","SMART125X195",0,4.27888587575437
"7661","54386n-25305r-12155n","SMART136X194",0,3.18013499655177
"7667","54386n-25305r-12155n","SMART150X194",2.78315767358902,4.45038597218722
"7669","54386n-25305r-12155n","SMART151X195",0,3.63784928300116
"7679","54386n-25305r-12155n","SMART171X195",0,2.06812778177956
"7683","54386n-25305r-12155n","SMART178X194",0,4.01890236705524
"7687","54386n-25305r-12155n","SMART188X194",3.13375357145137,5.41650032222575
"7691","54386n-25305r-12155n","SMART198X194",3.56614668873164,5.65462724385806
"7693","54386n-25305r-12155n","SMART203X194",0,4.24635008570297
"7695","54386n-25305r-12155n","SMART204X194",4.37613430896904,6.18274584527341
"7697","54386n-25305r-12155n","SMART215X194",0,4.2354100025007
"7703","54386n-25305r-12155n","SMART238X195",2.49979526228175,4.40476612164337
"7705","54386n-25305r-12155n","SMART240X195",0,2.1126345090356
"7711","54386n-25305r-12155n","SMART247X194",3.57037741003294,5.66725679330675
"7713","54386n-25305r-12155n","SMART258X194",0,4.22464156316996
"7719","54386n-25305r-12155n","SMART267X195",3.27563415868681,4.95702352464761
"7721","54386n-25305r-12155n","SMART269X195",3.99434004791736,6.07899453959334
"7723","54386n-25305r-12155n","SMART271X194",0,1.71559810826249
"7729","54386n-25305r-12155n","SMART291X195",3.13679771383259,4.95849953967573
"7731","54386n-25305r-12155n","SMART298X195",2.68444033546308,4.9172765423504
"7735","54386n-25305r-12155n","SMART306X195",0,4.24420031776648
"7737","54386n-25305r-12155n","SMART307X195",3.6157709822933,5.27933839995023
"7739","54386n-25305r-12155n","SMART308X195",3.10099278421148,4.8725985294126
"7741","54386n-25305r-12155n","SMART309X194",0,4.12098649316852
"7745","54386n-25305r-12155n","SMART315X194",0,4.14170513358194
"7751","54386n-25305r-12155n","SMART323X194",3.51809113313365,5.58383459742031
"7753","54386n-25305r-12155n","SMART325X195",3.7855523413742,5.24849667156408
"7755","54386n-25305r-12155n","SMART331X194",0,3.24959899751104
"7757","54386n-25305r-12155n","SMART332X194",3.78827219799197,5.20323716029777
"7761","54386n-25305r-12155n","SMART341X194",4.88695993273504,6.9999880009944
"7765","54386n-25305r-12155n","SMART351X195",3.04594998971461,4.61214579972452
"7771","54386n-25305r-12155n","SMART369X194",0,3.24024585060439
"7773","54386n-25305r-12155n","SMART370X195",2.94074796522123,4.36944785246702
"7783","54386n-25305r-12155n","SMART391X195",0,3.76421881065975
"7785","54386n-25305r-12155n","SMART397X195",0,4.11103778516376
"7789","54386n-25305r-12155n","SO.0437.01X194",2.59076704048748,4.50612303238686
"7793","54386n-25305r-12155n","SO.0458.01X194",0,2.95021175825218
"7799","54386n-25305r-12155n","SO.0665.01X194",0,3.23001356927866
"7801","54386n-25305r-12155n","SO.0679.02X194",0,2.20717490818939
"7803","54386n-25305r-12155n","SO.0739.01X194",0,2.99723114967773
"7807","54386n-25305r-12155n","SO.0749.01X194",0,4.07838454264337
"7813","54664r-11376n-88658n","CSC032X195",4.38240156437895,4.53753353727228
"7819","54664r-11376n-88658n","S3.0078.01X194",1.9643112344262,2.51041194019636
"7821","54664r-11376n-88658n","S3.0137.01X195",1.7281094421516,0
"7827","54664r-11376n-88658n","S3.0153.01X194",2.56494935746154,2.9274534328007
"7829","54664r-11376n-88658n","S3.0154.01X195",1.94876321803772,1.90210752639692
"7832","54664r-11376n-88658n","S3.0169.01X194",0,1.84054963339749
"7834","54664r-11376n-88658n","S3.0171.01X194",0,1.78170913337455
"7836","54664r-11376n-88658n","S3.0195.01X194",0,1.63899671467564
"7843","54664r-11376n-88658n","S3.0586.01X195",2.30358459332713,1.71739505393919
"7845","54664r-11376n-88658n","S3.0598.01X195",2.21266038546606,2.44581926107995
"7847","54664r-11376n-88658n","S3.0613.01X195",2.77321352700862,3.01012815383772
"7853","54664r-11376n-88658n","S3.0630.01X195",2.03470564783844,2.54160199346455
"7864","54664r-11376n-88658n","S3.0652.01X195",0,2.40333499609419
"7874","54664r-11376n-88658n","S3.0693.01.2X194",3.89467336709303,4.3313910187053
"7876","54664r-11376n-88658n","S3.0693.01X195",4.57171680972887,4.73505744682251
"7892","54664r-11376n-88658n","S3.0723.01X195",1.69927861643389,1.68454538492091
"7900","54664r-11376n-88658n","S3.0906.01X194",0,2.03731661537916
"7902","54664r-11376n-88658n","SMART003X194",2.73825604315928,3.11839228628988
"7906","54664r-11376n-88658n","SMART014X194",1.95868534054404,2.62394369180521
"7908","54664r-11376n-88658n","SMART015X195",4.85359154448657,4.9921318225317
"7910","54664r-11376n-88658n","SMART019X195",0,1.7245507195346
"7914","54664r-11376n-88658n","SMART023X195",0,1.73518911773966
"7916","54664r-11376n-88658n","SMART025X195",3.60712695224168,4.05386972965638
"7918","54664r-11376n-88658n","SMART027X195",1.8531680973567,2.14358936150359
"7924","54664r-11376n-88658n","SMART030X194",2.72457950305342,3.07408123996497
"7930","54664r-11376n-88658n","SMART040X195",1.95868534054404,1.84054963339749
"7932","54664r-11376n-88658n","SMART041X195",3.19948911106801,3.08831145484708
"7934","54664r-11376n-88658n","SMART048X194",2.59301339111385,2.95230271562665
"7938","54664r-11376n-88658n","SMART051X194",3.03974915897077,3.32862668882732
"7940","54664r-11376n-88658n","SMART053X195",1.96711235670592,1.81319474994812
"7942","54664r-11376n-88658n","SMART057X195",1.98100146886658,1.62334081760309
"7944","54664r-11376n-88658n","SMART062X195",1.708377860289,0
"7948","54664r-11376n-88658n","SMART070X195",1.62136648329937,1.75958057086382
"7952","54664r-11376n-88658n","SMART077X195",4.0864803871653,4.22683374526818
"7954","54664r-11376n-88658n","SMART078X194",1.77495235091167,3.8146306594195
"7956","54664r-11376n-88658n","SMART079X195",0,4.09650888505148
"7966","54664r-11376n-88658n","SMART088X194",1.97129938306013,2.15986879079245
"7976","54664r-11376n-88658n","SMART096X194",0,1.80828877117927
"7978","54664r-11376n-88658n","SMART097X195",1.91692261218206,1.7561322915849
"7980","54664r-11376n-88658n","SMART098X194",1.69193913394584,1.9213246735827
"7982","54664r-11376n-88658n","SMART100X195",2.27315628230323,2.24812890719799
"7988","54664r-11376n-88658n","SMART104X194",2.76883167336207,3.38439026334577
"7990","54664r-11376n-88658n","SMART106X195",1.64287268852034,0
"7992","54664r-11376n-88658n","SMART108X195",1.97269117173296,2.59749101053515
"7994","54664r-11376n-88658n","SMART110X195",3.97217692824789,4.04445379260864
"7996","54664r-11376n-88658n","SMART115X195",2.55412171880947,2.89037175789616
"8002","54664r-11376n-88658n","SMART119X194",0,1.61938824328727
"8006","54664r-11376n-88658n","SMART122X195",1.66581824587021,0
"8016","54664r-11376n-88658n","SMART136X194",0,1.80005827204275
"8020","54664r-11376n-88658n","SMART147X195",1.7227665977411,0
"8026","54664r-11376n-88658n","SMART155X195",2.87016905057865,2.77695417974942
"8028","54664r-11376n-88658n","SMART160X194",0,1.64480505627139
"8030","54664r-11376n-88658n","SMART164X194",1.88251383249652,2.19165353228676
"8032","54664r-11376n-88658n","SMART170X194",2.50634193050807,2.7948393311746
"8034","54664r-11376n-88658n","SMART171X195",2.14476100780048,1.74919985480926
"8036","54664r-11376n-88658n","SMART173X195",1.70292825552144,0
"8040","54664r-11376n-88658n","SMART184X195",1.90210752639692,2.15292431843964
"8042","54664r-11376n-88658n","SMART188X194",2.29656702066848,2.92691795755363
"8044","54664r-11376n-88658n","SMART189X195",2.63116915676625,2.73696154459663
"8046","54664r-11376n-88658n","SMART198X194",4.49869794147757,5.00609165404638
"8048","54664r-11376n-88658n","SMART203X194",4.33938005995241,4.94712735283987
"8052","54664r-11376n-88658n","SMART215X194",1.64865862558738,0
"8056","54664r-11376n-88658n","SMART235X195",2.75429745226753,2.88256357544835
"8058","54664r-11376n-88658n","SMART238X195",2.89591193827178,3.91541723849616
"8060","54664r-11376n-88658n","SMART240X195",2.18154676461699,3.86094021519883
"8066","54664r-11376n-88658n","SMART247X194",0,2.09679018001445
"8068","54664r-11376n-88658n","SMART258X194",0,1.74221902366792
"8070","54664r-11376n-88658n","SMART263X195",1.65249740189455,0
"8074","54664r-11376n-88658n","SMART267X195",4.96473096190528,5.15704177919008
"8076","54664r-11376n-88658n","SMART269X195",1.68268837417369,0
"8080","54664r-11376n-88658n","SMART277X194",4.94014129648304,5.36975391648589
"8082","54664r-11376n-88658n","SMART290X194",2.7127060126384,2.95438931001961
"8086","54664r-11376n-88658n","SMART298X195",2.91397977168173,3.03254624667671
"8090","54664r-11376n-88658n","SMART306X195",2.54866361559075,2.41323161308111
"8092","54664r-11376n-88658n","SMART307X195",3.85184828239208,4.01836304119947
"8102","54664r-11376n-88658n","SMART320X195",2.05027016437956,1.84371920815877
"8106","54664r-11376n-88658n","SMART323X194",0,1.63510565918268
"8108","54664r-11376n-88658n","SMART325X195",2.4248027257183,2.32238772029023
"8110","54664r-11376n-88658n","SMART331X194",2.71071331852169,3.10099278421148
"8112","54664r-11376n-88658n","SMART332X194",0,1.90657514365664
"8118","54664r-11376n-88658n","SMART348X195",0,3.90901849640785
"8120","54664r-11376n-88658n","SMART351X195",3.26308407953252,3.49012359085656
"8132","54664r-11376n-88658n","SMART372X194",1.86408013080768,0
"8134","54664r-11376n-88658n","SMART376X195",4.50247278774975,4.72897947171438
"8136","54664r-11376n-88658n","SMART384X194",4.1876831026526,4.62986279857846
"8140","54664r-11376n-88658n","SMART397X195",1.99605993274078,2.91126311692754
"8150","54664r-11376n-88658n","SO.0479.01X195",0,1.6752256529721
"8168","55197r-41934n-79741n","CSC032X195",1.69009581545155,2.46979301197795
"8170","55197r-41934n-79741n","CSC034X195",1.74571553072665,2.30258509299405
"8182","55197r-41934n-79741n","S3.0153.01X194",2.74470351875025,3.34427423426253
"8187","55197r-41934n-79741n","S3.0169.01X194",0,1.61143591509677
"8198","55197r-41934n-79741n","S3.0586.01X195",0,2.02287119019144
"8200","55197r-41934n-79741n","S3.0598.01X195",0,1.66770682055808
"8229","55197r-41934n-79741n","S3.0693.01.2X194",0,2.22245904851476
"8231","55197r-41934n-79741n","S3.0693.01X195",1.93007108502557,2.82553689655788
"8261","55197r-41934n-79741n","SMART014X194",0,1.9139771019523
"8263","55197r-41934n-79741n","SMART015X195",0,1.69927861643389
"8265","55197r-41934n-79741n","SMART019X195",1.74221902366792,1.70292825552144
"8269","55197r-41934n-79741n","SMART023X195",0,1.63119940421561
"8271","55197r-41934n-79741n","SMART025X195",1.70110510095992,2.52011290552262
"8273","55197r-41934n-79741n","SMART027X195",0,2.05540496385159
"8277","55197r-41934n-79741n","SMART029X195",0,1.67709656090792
"8279","55197r-41934n-79741n","SMART030X194",0,1.74919985480926
"8285","55197r-41934n-79741n","SMART040X195",0,2.13298230860787
"8287","55197r-41934n-79741n","SMART041X195",2.36179695262589,2.99922616280825
"8297","55197r-41934n-79741n","SMART057X195",0,1.8196988379173
"8299","55197r-41934n-79741n","SMART062X195",0,1.66013102674962
"8303","55197r-41934n-79741n","SMART070X195",1.70110510095992,2.1540850846756
"8307","55197r-41934n-79741n","SMART077X195",0,1.95160817016995
"8311","55197r-41934n-79741n","SMART079X195",0,1.7561322915849
"8321","55197r-41934n-79741n","SMART088X194",2.46555392127219,2.97552956623647
"8325","55197r-41934n-79741n","SMART093X195",1.82454929205105,2.87919845729804
"8327","55197r-41934n-79741n","SMART094X194",0,1.74919985480926
"8329","55197r-41934n-79741n","SMART095X195",0,1.74571553072665
"8333","55197r-41934n-79741n","SMART097X195",0,1.70110510095992
"8339","55197r-41934n-79741n","SMART102X194",1.72988406550997,1.73871024813824
"8343","55197r-41934n-79741n","SMART104X194",0,1.64287268852034
"8347","55197r-41934n-79741n","SMART108X195",2.16102152867226,2.27418561847235
"8351","55197r-41934n-79741n","SMART115X195",1.84371920815877,2.33601986908028
