,FPR,TPR
0,0.0,0.0
1,0.0036540803897685747,0.0
2,0.0054811205846528625,0.0
3,0.0060901339829476245,0.0
4,0.0060901339829476245,0.001610305958132045
5,0.006699147381242387,0.001610305958132045
6,0.006699147381242387,0.00322061191626409
7,0.008526187576126675,0.00322061191626409
8,0.008526187576126675,0.01610305958132045
9,0.008526187576126675,0.01932367149758454
10,0.008526187576126675,0.03542673107890499
11,0.009135200974421437,0.03542673107890499
12,0.009135200974421437,0.037037037037037035
13,0.0097442143727162,0.037037037037037035
14,0.0097442143727162,0.0499194847020934
15,0.010962241169305725,0.0499194847020934
16,0.010962241169305725,0.05152979066022544
17,0.011571254567600487,0.05152979066022544
18,0.011571254567600487,0.07407407407407407
19,0.012180267965895249,0.07407407407407407
20,0.012180267965895249,0.07568438003220612
21,0.012789281364190013,0.07568438003220612
22,0.012789281364190013,0.08051529790660225
23,0.013398294762484775,0.08051529790660225
24,0.013398294762484775,0.08856682769726248
25,0.014007308160779537,0.08856682769726248
26,0.014007308160779537,0.09178743961352658
27,0.014007308160779537,0.09500805152979067
28,0.014616321559074299,0.09500805152979067
29,0.014616321559074299,0.0966183574879227
30,0.015225334957369063,0.0966183574879227
31,0.015225334957369063,0.0998389694041868
32,0.018270401948842874,0.0998389694041868
33,0.018270401948842874,0.10144927536231885
34,0.0194884287454324,0.10144927536231885
35,0.0194884287454324,0.10466988727858294
36,0.020706455542021926,0.10466988727858294
37,0.020706455542021926,0.10950080515297907
38,0.021315468940316686,0.10950080515297907
39,0.021315468940316686,0.11272141706924316
40,0.02253349573690621,0.11272141706924316
41,0.023751522533495738,0.11272141706924316
42,0.023751522533495738,0.1143317230273752
43,0.024969549330085262,0.1143317230273752
44,0.024969549330085262,0.11594202898550725
45,0.027405602923264313,0.11594202898550725
46,0.027405602923264313,0.11916264090177134
47,0.028014616321559074,0.11916264090177134
48,0.028014616321559074,0.12077294685990338
49,0.028623629719853837,0.12077294685990338
50,0.028623629719853837,0.12238325281803543
51,0.029232643118148598,0.12238325281803543
52,0.029232643118148598,0.12560386473429952
53,0.030450669914738125,0.12721417069243157
54,0.031059683313032885,0.12721417069243157
55,0.031059683313032885,0.13365539452495975
56,0.03288672350791717,0.13365539452495975
57,0.03288672350791717,0.13687600644122383
58,0.0341047503045067,0.13687600644122383
59,0.0341047503045067,0.14009661835748793
60,0.034713763702801465,0.14009661835748793
61,0.035931790499390985,0.14009661835748793
62,0.035931790499390985,0.143317230273752
63,0.03714981729598051,0.143317230273752
64,0.03714981729598051,0.14492753623188406
65,0.037758830694275276,0.14492753623188406
66,0.037758830694275276,0.14653784219001612
67,0.03836784409257003,0.14653784219001612
68,0.03836784409257003,0.14814814814814814
69,0.03958587088915956,0.14814814814814814
70,0.03958587088915956,0.1497584541062802
71,0.04263093788063337,0.1497584541062802
72,0.04263093788063337,0.15136876006441224
73,0.043239951278928136,0.15136876006441224
74,0.043239951278928136,0.1529790660225443
75,0.0438489646772229,0.1529790660225443
76,0.0438489646772229,0.15458937198067632
77,0.047503045066991476,0.15458937198067632
78,0.047503045066991476,0.15619967793880837
79,0.04933008526187576,0.15619967793880837
80,0.049939098660170524,0.15780998389694043
81,0.049939098660170524,0.15942028985507245
82,0.05176613885505481,0.15942028985507245
83,0.05176613885505481,0.1610305958132045
84,0.05237515225334957,0.16264090177133655
85,0.05420219244823386,0.16264090177133655
86,0.05481120584652863,0.16586151368760063
87,0.057247259439707675,0.16586151368760063
88,0.05785627283800244,0.16747181964573268
89,0.058465286236297195,0.16747181964573268
90,0.058465286236297195,0.16908212560386474
91,0.05968331303288672,0.16908212560386474
92,0.06029232643118149,0.1723027375201288
93,0.06090133982947625,0.1723027375201288
94,0.06090133982947625,0.17391304347826086
95,0.061510353227771014,0.17391304347826086
96,0.061510353227771014,0.17552334943639292
97,0.06211936662606577,0.17552334943639292
98,0.06211936662606577,0.178743961352657
99,0.06211936662606577,0.18035426731078905
100,0.06272838002436054,0.18035426731078905
101,0.06272838002436054,0.1819645732689211
102,0.06455542021924482,0.1819645732689211
103,0.06455542021924482,0.18357487922705315
104,0.06516443361753958,0.18357487922705315
105,0.06516443361753958,0.18679549114331723
106,0.06638246041412911,0.18679549114331723
107,0.06638246041412911,0.18840579710144928
108,0.06699147381242387,0.18840579710144928
109,0.06699147381242387,0.19162640901771336
110,0.06881851400730817,0.19162640901771336
111,0.06881851400730817,0.19484702093397746
112,0.06881851400730817,0.19806763285024154
113,0.06881851400730817,0.2028985507246377
114,0.07003654080389768,0.2028985507246377
115,0.07003654080389768,0.20450885668276972
116,0.0712545676004872,0.20450885668276972
117,0.0712545676004872,0.20772946859903382
118,0.0712545676004872,0.214170692431562
119,0.0712545676004872,0.21739130434782608
120,0.07247259439707673,0.21739130434782608
121,0.07247259439707673,0.21900161030595813
122,0.07369062119366626,0.21900161030595813
123,0.07369062119366626,0.2222222222222222
124,0.07369062119366626,0.22544283413848631
125,0.07429963459196103,0.22544283413848631
126,0.07429963459196103,0.22705314009661837
127,0.07490864799025579,0.2286634460547504
128,0.07490864799025579,0.2318840579710145
129,0.07612667478684532,0.2318840579710145
130,0.07612667478684532,0.23349436392914655
131,0.07673568818514007,0.23349436392914655
132,0.07673568818514007,0.23510466988727857
133,0.08038976857490865,0.23510466988727857
134,0.08160779537149818,0.23510466988727857
135,0.08160779537149818,0.23671497584541062
136,0.0828258221680877,0.23671497584541062
137,0.08647990255785627,0.23671497584541062
138,0.08647990255785627,0.23832528180354268
139,0.08708891595615104,0.23832528180354268
140,0.0876979293544458,0.24154589371980675
141,0.0876979293544458,0.2431561996779388
142,0.08830694275274056,0.2431561996779388
143,0.08952496954933009,0.2431561996779388
144,0.08952496954933009,0.24476650563607086
145,0.09013398294762484,0.24476650563607086
146,0.0907429963459196,0.2463768115942029
147,0.09135200974421437,0.2463768115942029
148,0.09135200974421437,0.24798711755233493
149,0.0925700365408039,0.24798711755233493
150,0.0925700365408039,0.249597423510467
151,0.09378806333739342,0.249597423510467
152,0.09439707673568819,0.249597423510467
153,0.09439707673568819,0.25120772946859904
154,0.09622411693057248,0.25120772946859904
155,0.09622411693057248,0.2528180354267311
156,0.09744214372716199,0.2528180354267311
157,0.09744214372716199,0.25442834138486314
158,0.09926918392204628,0.25442834138486314
159,0.09926918392204628,0.25925925925925924
160,0.09926918392204628,0.2608695652173913
161,0.10109622411693057,0.2608695652173913
162,0.10109622411693057,0.2640901771336554
163,0.10109622411693057,0.26570048309178745
164,0.10109622411693057,0.2689210950080515
165,0.10292326431181487,0.2689210950080515
166,0.10292326431181487,0.2721417069243156
167,0.10353227771010962,0.2721417069243156
168,0.10353227771010962,0.27375201288244766
169,0.10353227771010962,0.27697262479871176
170,0.10535931790499391,0.27697262479871176
171,0.10535931790499391,0.2785829307568438
172,0.10535931790499391,0.28180354267310787
173,0.10535931790499391,0.286634460547504
174,0.10779537149817296,0.286634460547504
175,0.10779537149817296,0.2898550724637681
176,0.110231425091352,0.2898550724637681
177,0.110231425091352,0.2914653784219002
178,0.11084043848964677,0.2914653784219002
179,0.11327649208282582,0.2914653784219002
180,0.11388550548112059,0.29307568438003223
181,0.11632155907429964,0.29307568438003223
182,0.11632155907429964,0.2962962962962963
183,0.11814859926918392,0.2962962962962963
184,0.11814859926918392,0.29790660225442833
185,0.11875761266747868,0.29790660225442833
186,0.11875761266747868,0.2995169082125604
187,0.11997563946406821,0.2995169082125604
188,0.12058465286236297,0.2995169082125604
189,0.1218026796589525,0.2995169082125604
190,0.1218026796589525,0.30112721417069244
191,0.1218026796589525,0.30434782608695654
192,0.1248477466504263,0.30434782608695654
193,0.1248477466504263,0.3059581320450886
194,0.1248477466504263,0.30917874396135264
195,0.1248477466504263,0.3140096618357488
196,0.12667478684531058,0.3140096618357488
197,0.12728380024360536,0.31561996779388085
198,0.12728380024360536,0.3172302737520129
199,0.1278928136419001,0.3172302737520129
200,0.1278928136419001,0.3188405797101449
201,0.12971985383678442,0.3188405797101449
202,0.12971985383678442,0.322061191626409
203,0.13093788063337394,0.322061191626409
204,0.13276492082825822,0.322061191626409
205,0.13276492082825822,0.3252818035426731
206,0.13337393422655297,0.3252818035426731
207,0.13337393422655297,0.33011272141706927
208,0.13580998781973203,0.33011272141706927
209,0.1394640682095006,0.33011272141706927
210,0.1394640682095006,0.33172302737520126
211,0.14068209500609014,0.33172302737520126
212,0.14068209500609014,0.33494363929146537
213,0.1425091352009744,0.33494363929146537
214,0.1425091352009744,0.3365539452495974
215,0.1431181485992692,0.3365539452495974
216,0.1431181485992692,0.33816425120772947
217,0.14433617539585872,0.33816425120772947
218,0.14494518879415347,0.33816425120772947
219,0.14555420219244825,0.3397745571658615
220,0.146163215590743,0.3397745571658615
221,0.146163215590743,0.3413848631239936
222,0.14677222898903775,0.34299516908212563
223,0.15164433617539586,0.34299516908212563
224,0.15164433617539586,0.3446054750402576
225,0.15286236297198538,0.3446054750402576
226,0.15286236297198538,0.34782608695652173
227,0.15286236297198538,0.35104669887278583
228,0.15286236297198538,0.3526570048309179
229,0.15347137637028013,0.3526570048309179
230,0.15347137637028013,0.35426731078904994
231,0.15529841656516444,0.35426731078904994
232,0.1559074299634592,0.355877616747182
233,0.15651644336175397,0.355877616747182
234,0.15651644336175397,0.35909822866344604
235,0.15712545676004872,0.35909822866344604
236,0.15712545676004872,0.36231884057971014
237,0.1577344701583435,0.36231884057971014
238,0.1577344701583435,0.3639291465378422
239,0.16017052375152252,0.3639291465378422
240,0.16138855054811205,0.3639291465378422
241,0.16199756394640683,0.3671497584541063
242,0.16260657734470157,0.3671497584541063
243,0.16260657734470157,0.3687600644122383
244,0.1638246041412911,0.3687600644122383
245,0.16443361753958588,0.37359098228663445
246,0.16443361753958588,0.3752012882447665
247,0.16504263093788063,0.3752012882447665
248,0.16504263093788063,0.37681159420289856
249,0.16504263093788063,0.38003220611916266
