"","triplet_id","sample","pep","triplet"
"83","dolphyn_12727470334977605","S3.0153.01X194",3.22087382753087,0
"84","dolphyn_1283381749978991329","S3.0153.01X194",2.25967759198277,0
"85","dolphyn_1289692659138567233","S3.0153.01X194",1.93296963777958,0
"86","dolphyn_1293239245745266498","S3.0693.01X195",1.66959183525385,0
"87","dolphyn_1296771210043635880","S3.0153.01X194",1.76473079684014,0
"88","dolphyn_1305558277317529737","S3.0693.01X195",1.80828877117927,0
"89","dolphyn_1305558277317529737","SO.0491.01X194",0,2.27212588550934
"90","dolphyn_1306927329524161828","S3.0693.01X195",1.6467336971778,0
"91","dolphyn_1310027320350109238","S3.0153.01X194",0,1.63705307946707
"92","dolphyn_1313982230073983935","S3.0153.01X194",1.68824909285839,0
"93","dolphyn_1313982230073983935","S3.0693.01.2X194",1.61541998411165,0
"94","dolphyn_1317453245961861316","S3.0153.01X194",1.97823903617067,0
"95","dolphyn_1328177576944220398","S3.0693.01X195",0,1.75958057086382
"96","dolphyn_1330100897275624814","SO.0491.01X194",1.65057985576528,0
"97","dolphyn_1331713022849572150","S3.0153.01X194",1.62334081760309,2.55955019278377
"98","dolphyn_1339810642225500758","S3.0693.01X195",2.05796251000271,0
"99","dolphyn_134416595421577150","S3.0693.01X195",1.74745921033147,0
"100","dolphyn_1353266419351132997","S3.0693.01X195",0,2.74662968306969
"101","dolphyn_1362358121131114355","S3.0153.01X194",1.69377906086785,0
"102","dolphyn_1369895683041383927","S3.0153.01X194",0,1.63510565918268
"103","dolphyn_1384584180745415191","S3.0153.01X194",0,4.40280917385641
"104","dolphyn_1384584180745415191","S3.0693.01X195",0,2.12226153886276
"105","dolphyn_1389457042966423737","S3.0153.01X194",0,2.54553127160443
"106","dolphyn_1397409491732923765","S3.0153.01X194",1.65441127807683,0
"107","dolphyn_1408227516163331520","S3.0693.01X195",1.66959183525385,0
"108","dolphyn_1413432432659917071","S3.0153.01X194",0,2.90690105984738
"109","dolphyn_1414779286537617408","S3.0693.01X195",0,1.63119940421561
"110","dolphyn_1417048665962746895","S3.0693.01X195",0,1.63119940421561
"111","dolphyn_1423461243030474257","S3.0693.01X195",1.74571553072665,0
"112","dolphyn_1430629868242602398","S3.0153.01X194",1.76130026174335,0
"113","dolphyn_1436537627492081289","S3.0153.01X194",0,1.79508725932073
"114","dolphyn_1439126497369593789","S3.0693.01X195",1.69009581545155,0
"115","dolphyn_1444189060664926986","S3.0693.01X195",1.64093657949347,0
"116","dolphyn_1450008797244235210","SO.0491.01X194",2.67621547758219,2.41323161308111
"117","dolphyn_1450668791663721930","S3.0153.01X194",1.70292825552144,0
"118","dolphyn_1450668791663721930","SO.0491.01X194",1.8196988379173,0
"119","dolphyn_1453210714190719057","S3.0153.01X194",0,1.64480505627139
"120","dolphyn_1453739001129547693","S3.0153.01X194",1.7245507195346,1.87640694328834
"121","dolphyn_1463169079228965253","S3.0153.01X194",1.72097928716701,0
"122","dolphyn_1463169079228965253","S3.0693.01X195",1.81645208181843,0
"123","dolphyn_1466343816025090558","S3.0693.01X195",1.77155676191054,0
"124","dolphyn_1480340517961506057","SO.0491.01X194",2.29152414563462,0
"125","dolphyn_1483705152574057608","S3.0153.01X194",1.7263316639056,0
"126","dolphyn_1483705152574057608","S3.0693.01X195",1.63119940421561,0
"127","dolphyn_1485862947796464827","S3.0153.01X194",0,3.25308399619794
"128","dolphyn_1486916005359034731","S3.0153.01X194",0,1.92570744173779
"129","dolphyn_1488145650130932108","S3.0693.01.2X194",0,1.71918877639322
"130","dolphyn_1488145650130932108","S3.0693.01X195",0,2.24283508858827
"131","dolphyn_1496542252667558878","S3.0153.01X194",1.6094379124341,0
"132","dolphyn_1507862587032392650","S3.0153.01X194",2.62249231274056,0
"133","dolphyn_1507862587032392650","S3.0693.01X195",1.76644166124377,0
"134","dolphyn_1523180610463890868","S3.0693.01X195",0,1.65441127807683
"135","dolphyn_1525043246412690434","S3.0153.01X194",0,1.61938824328727
"136","dolphyn_1531657356728305496","S3.0153.01X194",0,1.66203036255327
"137","dolphyn_1538879334744846855","S3.0153.01X194",1.62334081760309,0
"138","dolphyn_1538879334744846855","S3.0693.01X195",1.62334081760309,0
"139","dolphyn_1539023334778471980","S3.0153.01X194",1.63510565918268,0
"140","dolphyn_1539591849505554107","S3.0153.01X194",2.11384296839717,0
"141","dolphyn_1542333234254349195","S3.0693.01X195",0,1.86717610851281
"142","dolphyn_1543693310418075120","S3.0693.01X195",1.82454929205105,0
"143","dolphyn_1549097410028011520","S3.0153.01X194",0,1.68454538492091
"144","dolphyn_1550012100764847529","S3.0153.01X194",1.76985463384001,0
"145","dolphyn_1555010918454992084","S3.0153.01X194",0,1.68268837417369
"146","dolphyn_1558948369086360151","S3.0153.01X194",1.73518911773966,0
"147","dolphyn_1558948369086360151","S3.0693.01X195",0,1.66392609771817
"148","dolphyn_1566454487199816808","S3.0153.01X194",1.7245507195346,0
"149","dolphyn_1566454487199816808","SO.0491.01X194",1.7281094421516,0
"150","dolphyn_1567250721013792596","S3.0153.01X194",0,1.61541998411165
"151","dolphyn_1571348165158193112","S3.0153.01X194",1.81156209652423,0
"152","dolphyn_1571348165158193112","SO.0491.01X194",2.24070968927596,0
"153","dolphyn_1575297381765822365","S3.0693.01X195",1.76473079684014,0
"154","dolphyn_1585836283417727923","S3.0153.01X194",1.84687876844913,0
"155","dolphyn_1585836283417727923","S3.0693.01X195",1.61938824328727,0
"156","dolphyn_1594882241569229004","S3.0693.01.2X194",4.20020495292158,2.43973493114128
"157","dolphyn_1594882241569229004","S3.0693.01X195",4.69756703525406,3.07915388169306
"158","dolphyn_1594882241569229004","SO.0491.01X194",2.51122395810537,0
"159","dolphyn_1595244541838987160","S3.0693.01X195",1.72988406550997,0
"160","dolphyn_1606958337762403468","S3.0153.01X194",1.92570744173779,0
"161","dolphyn_1616393233233379400","S3.0153.01X194",0,4.60457000591606
"162","dolphyn_161846085078841363","S3.0153.01X194",0,1.7561322915849
"163","dolphyn_1621477955510470843","SO.0491.01X194",2.34468626901268,0
"164","dolphyn_1629536079885234942","S3.0153.01X194",1.71018781553424,0
"165","dolphyn_1634133670765402519","S3.0153.01X194",0,1.76130026174335
"166","dolphyn_163571970156491735","S3.0153.01X194",0,3.66969663469716
"167","dolphyn_1641026356165042594","SO.0491.01X194",2.01490302054226,2.58399755243223
"168","dolphyn_1647483540636253464","S3.0153.01X194",2.7324175575505,0
"169","dolphyn_1647483540636253464","S3.0693.01X195",1.63119940421561,0
"170","dolphyn_1654009062247297533","S3.0693.01X195",1.65441127807683,1.64480505627139
"171","dolphyn_166292510141015473","S3.0693.01X195",0,1.73165554515835
"172","dolphyn_1669815229216695185","SO.0491.01X194",1.7281094421516,0
"173","dolphyn_1672337733154407273","SO.0491.01X194",1.61740608208328,0
"174","dolphyn_1672466013786234813","S3.0153.01X194",2.06178660644112,0
"175","dolphyn_1673669308620629464","S3.0153.01X194",0,2.87356463957978
"176","dolphyn_168858093246300473","S3.0153.01X194",0,1.93152141160321
"177","dolphyn_168858093246300473","S3.0693.01X195",1.72988406550997,0
"178","dolphyn_1688664999813775368","S3.0693.01X195",1.72988406550997,0
"179","dolphyn_1702600043372868584","S3.0693.01X195",1.68454538492091,0
"180","dolphyn_1702644010114408456","S3.0153.01X194",2.35042242240821,2.57031952763613
"181","dolphyn_1702644010114408456","S3.0693.01.2X194",1.62727783056243,0
"182","dolphyn_1710247186030568822","S3.0153.01X194",0,1.61541998411165
"183","dolphyn_1715485758086800406","SO.0491.01X194",2.44927947214485,2.19277022698684
"184","dolphyn_1718503649836113508","S3.0693.01X195",1.86562931779451,0
"185","dolphyn_1719235520716389997","S3.0693.01X195",1.68454538492091,0
"186","dolphyn_1727598003147186508","S3.0153.01X194",1.70474809223843,0
"187","dolphyn_1728867604230707669","S3.0153.01X194",1.86872051036418,0
"188","dolphyn_1739859651860213606","S3.0153.01X194",0,1.70110510095992
"189","dolphyn_1749749267038098344","SO.0491.01X194",0,2.5687881337687
"190","dolphyn_1753832395568279066","S3.0693.01X195",1.63119940421561,0
"191","dolphyn_175463952917582722","S3.0153.01X194",1.81156209652423,1.7245507195346
"192","dolphyn_1757547359096922609","S3.0693.01X195",1.71559810826249,0
"193","dolphyn_1769792968586265932","S3.0153.01X194",1.73871024813824,0
"194","dolphyn_1770158651051178904","S3.0693.01X195",1.74919985480926,0
"195","dolphyn_1772086497681136482","S3.0153.01X194",1.93585981320181,0
"196","dolphyn_1773103699789215284","S3.0153.01X194",0,1.62531126159039
"197","dolphyn_1773103699789215284","S3.0693.01X195",1.7281094421516,0
"198","dolphyn_1776021495285035452","S3.0153.01X194",0,1.61541998411165
"199","dolphyn_1778391422033784207","S3.0693.01.2X194",0,1.77155676191054
"200","dolphyn_1778391422033784207","S3.0693.01X195",0,1.8531680973567
"201","dolphyn_1785161002638299691","SO.0491.01X194",0,2.16791018966744
"202","dolphyn_1794137421914200407","S3.0153.01X194",0,1.6467336971778
"203","dolphyn_1794137421914200407","S3.0693.01.2X194",1.78674692740451,0
"204","dolphyn_1824436171898955633","S3.0693.01.2X194",0,2.92100872735805
"205","dolphyn_1824436171898955633","S3.0693.01X195",0,3.41015712303363
"206","dolphyn_1824731955653888444","S3.0153.01X194",4.1026433650368,2.55489902160804
"207","dolphyn_1835863376909574634","S3.0153.01X194",0,1.75785791755237
"208","dolphyn_1849824683663824685","S3.0693.01X195",1.74745921033147,0
"209","dolphyn_1849824683663824685","SO.0491.01X194",1.87946504964716,0
"210","dolphyn_1850714380467104945","S3.0153.01X194",1.61143591509677,0
"211","dolphyn_1854741251591958914","S3.0693.01X195",1.98375629154543,0
"212","dolphyn_185723699088409916","S3.0153.01X194",1.91250108692418,0
"213","dolphyn_1859139536493128781","S3.0153.01X194",1.71379792775834,1.69193913394584
"214","dolphyn_186389931387680890","S3.0153.01X194",1.98513086220859,0
"215","dolphyn_186389931387680890","S3.0693.01X195",2.10778601468898,0
"216","dolphyn_1872014364428739536","S3.0693.01X195",1.69561560867515,1.708377860289
"217","dolphyn_1881995944003305589","S3.0153.01X194",1.70292825552144,0
"218","dolphyn_1885458714069008755","S3.0693.01X195",1.86717610851281,0
"219","dolphyn_188851618259570146","S3.0693.01X195",1.62136648329937,0
"220","dolphyn_1901129957191410359","SO.0491.01X194",1.8196988379173,0
"221","dolphyn_1901413372220416451","S3.0693.01X195",0,1.66581824587021
"222","dolphyn_1903511416331568941","S3.0693.01X195",0,1.65057985576528
"223","dolphyn_1906772350110440777","S3.0693.01X195",1.7281094421516,0
"224","dolphyn_1921106946868308254","S3.0693.01.2X194",0,1.76130026174335
"225","dolphyn_1921106946868308254","S3.0693.01X195",0,2.19722457733622
"226","dolphyn_1921723169588973237","S3.0693.01X195",1.62531126159039,0
"227","dolphyn_1923441953505987762","S3.0693.01X195",1.91985947185537,0
"228","dolphyn_1924724054987110463","S3.0693.01X195",0,1.79175946922805
"229","dolphyn_1927085899319446451","SO.0491.01X194",2.92369907065416,0
"230","dolphyn_1928470909564590012","S3.0153.01X194",0,1.65249740189455
"231","dolphyn_1929044428248445945","S3.0693.01X195",1.62334081760309,0
"232","dolphyn_1929669745628876526","S3.0693.01X195",0,1.62136648329937
"233","dolphyn_1930627560858108675","S3.0153.01X194",1.708377860289,1.66203036255327
"234","dolphyn_1930951447253203493","S3.0153.01X194",1.64480505627139,0
"235","dolphyn_1930951447253203493","S3.0693.01X195",1.84371920815877,0
"236","dolphyn_1931096833554449822","S3.0693.01X195",1.68824909285839,0
"237","dolphyn_1934444812652249229","S3.0693.01X195",0,1.69927861643389
"238","dolphyn_1935388880283081819","S3.0153.01X194",1.62531126159039,0
"239","dolphyn_1941989519097802012","S3.0153.01X194",1.76130026174335,0
"240","dolphyn_1943685761745399652","S3.0693.01.2X194",1.91102289005487,0
"241","dolphyn_1943685761745399652","S3.0693.01X195",2.35707327827812,0
"242","dolphyn_1945562583816023026","S3.0153.01X194",1.63315443905142,0
"243","dolphyn_1945562583816023026","S3.0693.01X195",1.94591014905531,0
"244","dolphyn_1948935372678209910","S3.0153.01X194",1.65249740189455,0
"245","dolphyn_1968736702485624051","S3.0693.01X195",1.71199450075919,0
"246","dolphyn_1976355144501142426","S3.0693.01X195",0,1.78507048107726
"247","dolphyn_1987813295485012453","S3.0693.01X195",0,1.7281094421516
"248","dolphyn_1989094713256393605","S3.0693.01X195",0,2.05412373369555
"249","dolphyn_1990178102648177957","S3.0693.01X195",1.8961194845523,0
"250","dolphyn_1990499138865659263","S3.0693.01X195",0,1.69744878975681
"251","dolphyn_1998158808358863582","S3.0153.01X194",1.7263316639056,0
"252","dolphyn_1998889877914911110","SO.0491.01X194",0,1.74745921033147
"253","dolphyn_2003261357618974043","S3.0693.01X195",0,2.21266038546606
"254","dolphyn_200909141681864232","S3.0693.01.2X194",0,1.83258146374831
"255","dolphyn_200909141681864232","S3.0693.01X195",0,2.30558060197384
"256","dolphyn_2010494252910738514","S3.0153.01X194",1.77833644889591,0
"257","dolphyn_2010494252910738514","S3.0693.01X195",0,1.65057985576528
"258","dolphyn_2021333504554438958","S3.0693.01.2X194",0,2.2628042229822
"259","dolphyn_2021333504554438958","S3.0693.01X195",0,2.89369954798884
"260","dolphyn_2033499595847824611","S3.0693.01X195",0,1.68639895357023
"261","dolphyn_2045099095359151811","S3.0153.01X194",1.61143591509677,1.6094379124341
"262","dolphyn_2045099095359151811","SO.0491.01X194",1.87640694328834,3.53281026846405
"263","dolphyn_2047838254304498571","S3.0153.01X194",1.880990602956,0
"264","dolphyn_2047838254304498571","SO.0491.01X194",1.91250108692418,0
"265","dolphyn_2049452414180504593","S3.0153.01X194",0,2.85933964864844
"266","dolphyn_2049452414180504593","S3.0693.01X195",0,1.65822807660353
"267","dolphyn_2051786139248154440","SO.0491.01X194",3.44839898314645,0
"268","dolphyn_2058038285534665440","S3.0693.01X195",0,1.7281094421516
"269","dolphyn_2073830589383595952","S3.0693.01X195",0,1.71559810826249
"270","dolphyn_2074693602558845763","S3.0693.01X195",1.66770682055808,0
"271","dolphyn_2074764387848663074","S3.0693.01X195",1.9387416595767,0
"272","dolphyn_2076019893073695473","S3.0693.01.2X194",0,1.78339121955754
"273","dolphyn_2076019893073695473","S3.0693.01X195",1.89009536994892,0
"274","dolphyn_2076184871403840838","S3.0693.01X195",1.71018781553424,0
"275","dolphyn_2079557119722323596","S3.0693.01X195",1.77664583141801,0
"276","dolphyn_2089846535974589248","S3.0693.01X195",2.11866225483312,0
"277","dolphyn_2091680136799385461","S3.0153.01X194",1.94304891677428,0
"278","dolphyn_2094912547162319852","S3.0693.01X195",0,1.66203036255327
"279","dolphyn_2109914792072486973","SO.0491.01X194",1.66959183525385,0
"280","dolphyn_2118092746830682979","S3.0153.01X194",1.66203036255327,0
"281","dolphyn_2132185943774532562","S3.0153.01X194",1.9387416595767,3.08602991153477
"282","dolphyn_2132185943774532562","S3.0693.01X195",0,1.73342389221509
"283","dolphyn_2132185943774532562","SO.0491.01X194",1.86097453824953,0
"284","dolphyn_2132572078569118992","S3.0153.01X194",1.76644166124377,0
"285","dolphyn_2134685713630998065","SO.0491.01X194",0,1.64287268852034
"286","dolphyn_2141189744550138411","S3.0153.01X194",3.7367167835281,0
"287","dolphyn_2141189744550138411","S3.0693.01X195",2.97807733831527,0
"288","dolphyn_2141189744550138411","SO.0491.01X194",3.58490686373096,0
"289","dolphyn_2145418576444478781","SO.0491.01X194",0,3.01455402779458
"290","dolphyn_2150593229981729883","S3.0693.01X195",1.68082790852077,0
"291","dolphyn_2163036655402932724","S3.0693.01X195",0,2.11384296839717
"292","dolphyn_2173530630910144230","SO.0491.01X194",0,1.86562931779451
"293","dolphyn_2174331121997402307","S3.0153.01X194",1.90359895098359,1.96009478404727
"294","dolphyn_2184297899568981050","S3.0693.01X195",0,1.75958057086382
"295","dolphyn_2203748326393026056","S3.0693.01.2X194",4.31802130469797,0
"296","dolphyn_2203748326393026056","S3.0693.01X195",5.00367781352876,3.07176695982999
"297","dolphyn_2208394949229713291","S3.0153.01X194",3.2188758248682,3.9500892062346
"298","dolphyn_2211026698857771264","S3.0153.01X194",1.70656462316482,0
"299","dolphyn_2211026698857771264","S3.0693.01.2X194",0,1.95727390770563
"300","dolphyn_2211026698857771264","S3.0693.01X195",0,1.8961194845523
"301","dolphyn_2214465524176981050","S3.0693.01X195",1.72988406550997,0
"302","dolphyn_2217360815275438515","S3.0153.01X194",0,2.21375387928743
"303","dolphyn_2227482731933449397","S3.0153.01X194",0,1.7245507195346
"304","dolphyn_2233952234492388186","S3.0153.01X194",1.7227665977411,0
"305","dolphyn_2233952234492388186","S3.0693.01X195",0,2.30558060197384
"306","dolphyn_2234277630979620719","S3.0693.01.2X194",0,1.61938824328727
"307","dolphyn_2240976956166105671","S3.0153.01X194",1.82616089594539,0
"308","dolphyn_2240976956166105671","S3.0693.01X195",1.81319474994812,0
"309","dolphyn_2243933146919452368","S3.0153.01X194",2.17928687664955,0
"310","dolphyn_2254220754611356134","S3.0153.01X194",3.29583686600433,0
"311","dolphyn_2255832730465826315","S3.0153.01X194",0,1.7509374747078
"312","dolphyn_2258211909844851483","S3.0693.01X195",0,2.15524450509534
"313","dolphyn_2258211909844851483","SO.0491.01X194",0,3.41378449716763
"314","dolphyn_2261615351669402065","S3.0153.01X194",1.708377860289,0
"315","dolphyn_2269189935462903207","S3.0693.01.2X194",0,3.00568260440716
"316","dolphyn_2269189935462903207","S3.0693.01X195",0,2.88814706287405
"317","dolphyn_22724157694121560","S3.0693.01.2X194",1.97685495290473,0
"318","dolphyn_22724157694121560","S3.0693.01X195",2.74406063862524,0
"319","dolphyn_2273149706430050711","S3.0153.01X194",0,1.67709656090792
"320","dolphyn_2281760847860363755","S3.0153.01X194",3.55791618959512,2.14241634084122
"321","dolphyn_2287876605304021948","S3.0153.01X194",0,2.2628042229822
"322","dolphyn_2289040236203294571","S3.0153.01X194",0,1.62334081760309
"323","dolphyn_2321654120827393077","S3.0693.01X195",0,1.85159946958407
"324","dolphyn_2332862129619333843","S3.0693.01.2X194",1.86252854011626,0
"325","dolphyn_2335363379762974601","S3.0153.01X194",0,2.10778601468898
"326","dolphyn_2335480517617068146","S3.0693.01.2X194",0,3.70302887721836
"327","dolphyn_2335480517617068146","S3.0693.01X195",0,4.53539129138017
"328","dolphyn_2340133402438093867","S3.0153.01X194",0,1.64480505627139
"329","dolphyn_2340133402438093867","S3.0693.01X195",0,1.6752256529721
"330","dolphyn_2341917171310324702","S3.0153.01X194",3.16039889510922,2.24918431626693
"331","dolphyn_2341917171310324702","S3.0693.01.2X194",0,1.72097928716701
"332","dolphyn_2341917171310324702","S3.0693.01X195",0,2.72326716690707
"333","dolphyn_2343686712921300574","S3.0153.01X194",0,3.03447210186992
"334","dolphyn_2343686712921300574","S3.0693.01X195",1.61143591509677,0
"335","dolphyn_2343686712921300574","SO.0491.01X194",0,2.27931646605469
"336","dolphyn_2343860288448686272","S3.0153.01X194",1.76473079684014,0
"337","dolphyn_2343860288448686272","S3.0693.01X195",2.01356879752913,0
"338","dolphyn_2349559706397586636","S3.0693.01.2X194",3.63442326831788,0
"339","dolphyn_2349559706397586636","S3.0693.01X195",3.89120786571423,0
"340","dolphyn_2353883986759972621","S3.0693.01X195",0,1.71559810826249
"341","dolphyn_2359955880628694359","S3.0153.01X194",3.11440380327149,0
"342","dolphyn_2359955880628694359","S3.0693.01X195",1.77664583141801,0
"343","dolphyn_2370105295455647150","S3.0153.01X194",2.03077636969855,0
"344","dolphyn_2379895046828294042","S3.0693.01X195",0,1.6094379124341
"345","dolphyn_2380102943933651505","S3.0153.01X194",1.82937633279936,0
"346","dolphyn_238692717251583911","S3.0693.01X195",0,1.69009581545155
"347","dolphyn_2388216554461860395","SO.0491.01X194",0,2.08318452795867
"348","dolphyn_2401386090760231348","SO.0491.01X194",2.53210825127229,2.45702144629846
"349","dolphyn_2402669017023528125","S3.0693.01X195",1.75958057086382,0
"350","dolphyn_2402669017023528125","SO.0491.01X194",1.76985463384001,0
"351","dolphyn_2402926069490044258","SO.0491.01X194",0,1.7281094421516
"352","dolphyn_2408941275062933039","S3.0153.01X194",1.88403474533723,1.79508725932073
"353","dolphyn_2408953394278171362","S3.0153.01X194",0,1.70474809223843
"354","dolphyn_2417755985972141477","S3.0153.01X194",1.69561560867515,0
"355","dolphyn_2421708890528919347","S3.0693.01X195",1.6094379124341,0
"356","dolphyn_2421960787347940000","S3.0153.01X194",0,1.73695123273306
"357","dolphyn_24284927047548464","S3.0153.01X194",0,1.88403474533723
"358","dolphyn_2441043517388135931","S3.0693.01X195",0,1.7561322915849
"359","dolphyn_2441272475173056646","S3.0153.01X194",0,3.09783749649114
"360","dolphyn_2450503941594583659","S3.0153.01X194",1.69193913394584,0
"361","dolphyn_2452630357593715234","S3.0153.01X194",1.66203036255327,0
"362","dolphyn_2455946227565525233","S3.0693.01X195",1.6467336971778,0
"363","dolphyn_2457194048162425657","S3.0153.01X194",0,3.9759363311718
"364","dolphyn_2457194048162425657","S3.0693.01X195",1.63119940421561,0
"365","dolphyn_2460072728524469305","S3.0153.01X194",1.69927861643389,0
"366","dolphyn_2469025682935092501","S3.0693.01X195",1.80828877117927,0
"367","dolphyn_2472371625274199707","S3.0693.01X195",1.69193913394584,0
"368","dolphyn_2482279799490257123","S3.0153.01X194",1.82937633279936,0
"369","dolphyn_2482279799490257123","SO.0491.01X194",0,2.07819075977818
