,FPR,TPR
0,0.0,0.0
1,0.0,0.015873015873015872
2,0.001440922190201729,0.015873015873015872
3,0.001440922190201729,0.047619047619047616
4,0.01585014409221902,0.047619047619047616
5,0.01585014409221902,0.06349206349206349
6,0.01729106628242075,0.06349206349206349
7,0.01729106628242075,0.07936507936507936
8,0.018731988472622477,0.07936507936507936
9,0.018731988472622477,0.09523809523809523
10,0.020172910662824207,0.09523809523809523
11,0.020172910662824207,0.1111111111111111
12,0.024495677233429394,0.1111111111111111
13,0.024495677233429394,0.12698412698412698
14,0.03170028818443804,0.12698412698412698
15,0.03170028818443804,0.14285714285714285
16,0.03890489913544669,0.14285714285714285
17,0.03890489913544669,0.1746031746031746
18,0.04899135446685879,0.1746031746031746
19,0.04899135446685879,0.20634920634920634
20,0.059077809798270896,0.20634920634920634
21,0.059077809798270896,0.2222222222222222
22,0.06340057636887608,0.2222222222222222
23,0.06340057636887608,0.25396825396825395
24,0.07492795389048991,0.25396825396825395
25,0.07492795389048991,0.2698412698412698
26,0.09077809798270893,0.2698412698412698
27,0.09077809798270893,0.2857142857142857
28,0.09798270893371758,0.2857142857142857
29,0.09798270893371758,0.3333333333333333
30,0.10086455331412104,0.3333333333333333
31,0.10086455331412104,0.36507936507936506
32,0.1037463976945245,0.36507936507936506
33,0.1037463976945245,0.38095238095238093
34,0.11959654178674352,0.38095238095238093
35,0.11959654178674352,0.3968253968253968
36,0.13688760806916425,0.3968253968253968
37,0.13688760806916425,0.4126984126984127
38,0.138328530259366,0.4126984126984127
39,0.138328530259366,0.42857142857142855
40,0.14265129682997119,0.42857142857142855
41,0.14265129682997119,0.4603174603174603
42,0.15561959654178675,0.4603174603174603
43,0.15561959654178675,0.49206349206349204
44,0.17146974063400577,0.49206349206349204
45,0.17146974063400577,0.5555555555555556
46,0.18155619596541786,0.5555555555555556
47,0.18155619596541786,0.5714285714285714
48,0.20317002881844382,0.5714285714285714
49,0.20317002881844382,0.5873015873015873
50,0.21181556195965417,0.5873015873015873
51,0.21181556195965417,0.6031746031746031
52,0.21902017291066284,0.6031746031746031
53,0.21902017291066284,0.6190476190476191
54,0.23631123919308358,0.6190476190476191
55,0.23631123919308358,0.6349206349206349
56,0.2622478386167147,0.6349206349206349
57,0.2622478386167147,0.6507936507936508
58,0.2737752161383285,0.6507936507936508
59,0.2737752161383285,0.6666666666666666
60,0.2910662824207493,0.6666666666666666
61,0.2910662824207493,0.6825396825396826
62,0.34870317002881845,0.6825396825396826
63,0.34870317002881845,0.6984126984126984
64,0.3515850144092219,0.6984126984126984
65,0.3515850144092219,0.7142857142857143
66,0.3530259365994236,0.7142857142857143
67,0.3530259365994236,0.7301587301587301
68,0.38760806916426516,0.7301587301587301
69,0.38760806916426516,0.746031746031746
70,0.4034582132564842,0.746031746031746
71,0.4034582132564842,0.7619047619047619
72,0.44668587896253603,0.7619047619047619
73,0.44668587896253603,0.7777777777777778
74,0.49855907780979825,0.7777777777777778
75,0.49855907780979825,0.7936507936507936
76,0.5014409221902018,0.7936507936507936
77,0.5014409221902018,0.8095238095238095
78,0.5072046109510087,0.8095238095238095
79,0.5072046109510087,0.8253968253968254
80,0.5417867435158501,0.8253968253968254
81,0.5417867435158501,0.8571428571428571
82,0.6325648414985591,0.8571428571428571
83,0.6325648414985591,0.873015873015873
84,0.6657060518731989,0.873015873015873
85,0.6657060518731989,0.8888888888888888
86,0.7060518731988472,0.8888888888888888
87,0.7060518731988472,0.9047619047619048
88,0.7219020172910663,0.9047619047619048
89,0.7219020172910663,0.9206349206349206
90,0.7348703170028819,0.9206349206349206
91,0.7348703170028819,0.9365079365079365
92,0.7492795389048992,0.9365079365079365
93,0.7492795389048992,0.9523809523809523
94,0.776657060518732,0.9523809523809523
95,0.776657060518732,0.9682539682539683
96,0.8011527377521613,0.9682539682539683
97,0.8011527377521613,0.9841269841269841
98,0.8472622478386167,0.9841269841269841
99,0.8472622478386167,1.0
100,1.0,1.0
