"","taxon_id","pro_id","lfc","pep_no","triplet_id","sample"
"524","uvig_355478","uvig_355478_35",0,"pep3","dolphyn_1715485758086800406","SO.0491.01X194"
"525","uvig_358797","uvig_358797_75",0,"pep1","dolphyn_2778950575130695705","S3.0693.01X195"
"526","uvig_358797","uvig_358797_75",0,"pep1","dolphyn_2778950575130695705","S3.0693.01.2X194"
"527","uvig_356750","uvig_356750_40",0,"pep1","dolphyn_6764904223878988167","S3.0153.01X194"
"528","uvig_356226","uvig_356226_64",0,"pep3","dolphyn_763083883244085660","S3.0153.01X194"
"529","uvig_355478","uvig_355478_35",0,"pep1","dolphyn_8806861764269342187","S3.0693.01.2X194"
"530","uvig_355478","uvig_355478_35",0,"pep1","dolphyn_8806861764269342187","S3.0693.01X195"
"531","uvig_428798","uvig_428798_104",0,"pep2","dolphyn_1641026356165042594","SO.0491.01X194"
"532","uvig_428798","uvig_428798_62",0,"pep2","dolphyn_2543304260786156781","S3.0693.01X195"
"533","uvig_428798","uvig_428798_62",0,"pep2","dolphyn_2543304260786156781","S3.0693.01.2X194"
"534","uvig_359660","uvig_359660_61",0,"pep3","dolphyn_5435310460156539778","S3.0153.01X194"
"535","uvig_357534","uvig_357534_66",0,"pep3","dolphyn_1450008797244235210","SO.0491.01X194"
"536","ivig_896","ivig_896_198",0,"pep2","dolphyn_3044157423050121916","S3.0153.01X194"
"537","uvig_359660","uvig_359660_10",0,"pep2","dolphyn_4808440455956128424","S3.0153.01X194"
"538","ivig_4424","ivig_4424_51",0,"pep3","dolphyn_5867200969279154094","S3.0693.01.2X194"
"539","uvig_356792","uvig_356792_32",0,"pep1","dolphyn_8310211704858527742","SO.0491.01X194"
"540","uvig_354716","uvig_354716_54",0,"pep2","dolphyn_720756587382959805","S3.0693.01X195"
"541","uvig_355947","uvig_355947_47",0,"pep2","dolphyn_7385846629258124154","S3.0693.01X195"
"542","uvig_395437","uvig_395437_62",0,"pep3","dolphyn_2961925849529746357","S3.0693.01.2X194"
"543","uvig_395437","uvig_395437_62",0,"pep3","dolphyn_2961925849529746357","S3.0693.01X195"
"544","uvig_356033","uvig_356033_5",0,"pep2","dolphyn_9140674006957255348","S3.0693.01X195"
"545","uvig_396640","uvig_396640_60",0,"pep2","dolphyn_8680768673135162522","S3.0153.01X194"
"546","uvig_396640","uvig_396640_60",0,"pep2","dolphyn_8680768673135162522","S3.0693.01.2X194"
"547","uvig_396640","uvig_396640_60",0,"pep2","dolphyn_8680768673135162522","S3.0693.01X195"
"548","uvig_356033","uvig_356033_5",0,"pep1","dolphyn_9140674006957255348","S3.0693.01X195"
"549","uvig_295951","uvig_295951_10",0,"pep2","dolphyn_6650999518034660200","S3.0693.01X195"
"550","uvig_357328","uvig_357328_30",0,"pep3","dolphyn_6302988325230880598","S3.0693.01X195"
"551","uvig_357328","uvig_357328_30",0,"pep3","dolphyn_6302988325230880598","SO.0491.01X194"
"552","uvig_418132","uvig_418132_52",0,"pep2","dolphyn_5960197278370579886","S3.0693.01X195"
"553","ivig_464","ivig_464_10",0,"pep2","dolphyn_1022123155601217464","S3.0693.01X195"
"554","uvig_354753","uvig_354753_27",0,"pep3","dolphyn_5219674062898066593","SO.0491.01X194"
"555","uvig_356792","uvig_356792_104",0,"pep2","dolphyn_4808483692116431512","S3.0693.01.2X194"
"556","uvig_449019","uvig_449019_2",0,"pep2","dolphyn_5526531722062021210","S3.0153.01X194"
"557","uvig_354826","uvig_354826_17",0,"pep1","dolphyn_2208394949229713291","S3.0153.01X194"
"558","uvig_358682","uvig_358682_46",0,"pep3","dolphyn_1234010551816071292","S3.0693.01X195"
"559","uvig_358682","uvig_358682_46",0,"pep3","dolphyn_1234010551816071292","S3.0693.01.2X194"
"560","uvig_80910","uvig_80910_6",0,"pep3","dolphyn_8989362103097529054","S3.0153.01X194"
"561","uvig_29025","uvig_29025_6",0,"pep1","dolphyn_4141211376878297225","S3.0153.01X194"
"562","uvig_428798","uvig_428798_34",0,"pep1","dolphyn_1594882241569229004","S3.0693.01.2X194"
"563","uvig_428798","uvig_428798_34",0,"pep1","dolphyn_1594882241569229004","S3.0693.01X195"
"564","uvig_357534","uvig_357534_66",0,"pep3","dolphyn_5409891537156302619","SO.0491.01X194"
"565","uvig_357534","uvig_357534_66",0,"pep3","dolphyn_5409891537156302619","S3.0693.01X195"
"566","ivig_3875","ivig_3875_34",0,"pep2","dolphyn_4703832270730379698","S3.0693.01.2X194"
"567","uvig_356033","uvig_356033_52",0,"pep2","dolphyn_943715704055308272","SO.0491.01X194"
"568","uvig_379414","uvig_379414_3",0,"pep3","dolphyn_892604953543163762","S3.0153.01X194"
"569","uvig_396758","uvig_396758_8",0,"pep3","dolphyn_8435111112702069454","S3.0693.01X195"
"570","uvig_359660","uvig_359660_14",0,"pep1","dolphyn_1105480526397061877","S3.0693.01X195"
"571","uvig_354750","uvig_354750_19",0,"pep3","dolphyn_770861247827165669","S3.0693.01.2X194"
"572","uvig_354750","uvig_354750_19",0,"pep3","dolphyn_770861247827165669","S3.0693.01X195"
"573","uvig_354753","uvig_354753_28",0,"pep3","dolphyn_108369641839263133","S3.0153.01X194"
"574","uvig_354753","uvig_354753_28",0,"pep2","dolphyn_1132008678214778391","S3.0153.01X194"
"575","uvig_355854","uvig_355854_40",0,"pep1","dolphyn_7452648165798672700","SO.0491.01X194"
"576","uvig_354753","uvig_354753_27",0,"pep1","dolphyn_5219674062898066593","SO.0491.01X194"
"577","uvig_428798","uvig_428798_100",0,"pep3","dolphyn_1252579743364456718","S3.0153.01X194"
"578","uvig_356955","uvig_356955_82",0,"pep1","dolphyn_1099074316398906168","S3.0693.01X195"
"579","uvig_356750","uvig_356750_40",0,"pep3","dolphyn_6764904223878988167","S3.0153.01X194"
"580","uvig_359660","uvig_359660_12",0,"pep2","dolphyn_854502898817831996","S3.0693.01X195"
"581","ivig_2475","ivig_2475_18",0,"pep2","dolphyn_7948471697271432929","S3.0693.01X195"
"582","ivig_896","ivig_896_213",0,"pep3","dolphyn_5182676363054091960","SO.0491.01X194"
"583","uvig_355854","uvig_355854_17",0,"pep3","dolphyn_1063219132920881784","S3.0693.01.2X194"
"584","uvig_355854","uvig_355854_17",0,"pep3","dolphyn_1063219132920881784","S3.0693.01X195"
"585","uvig_357441","uvig_357441_65",0,"pep1","dolphyn_4483851363714024365","S3.0693.01X195"
"586","uvig_357441","uvig_357441_65",0,"pep1","dolphyn_4483851363714024365","S3.0693.01.2X194"
"587","uvig_354826","uvig_354826_19",0,"pep2","dolphyn_6107801498606912680","S3.0693.01X195"
"588","uvig_357328","uvig_357328_37",0,"pep1","dolphyn_8074362613255034008","S3.0693.01X195"
"589","uvig_356226","uvig_356226_50",0,"pep1","dolphyn_1824731955653888444","S3.0153.01X194"
"590","ivig_2475","ivig_2475_18",0,"pep1","dolphyn_7948471697271432929","S3.0693.01X195"
"591","uvig_354790","uvig_354790_109",0,"pep2","dolphyn_2045099095359151811","SO.0491.01X194"
"592","uvig_355478","uvig_355478_35",0,"pep2","dolphyn_8806861764269342187","S3.0693.01X195"
"593","uvig_355478","uvig_355478_35",0,"pep2","dolphyn_8806861764269342187","S3.0693.01.2X194"
"594","uvig_357441","uvig_357441_27",0,"pep2","dolphyn_7699732162377460195","SO.0491.01X194"
"595","uvig_355148","uvig_355148_12",0,"pep3","dolphyn_2203748326393026056","S3.0693.01X195"
"596","uvig_356226","uvig_356226_38",0,"pep2","dolphyn_386700858133017322","S3.0693.01X195"
"597","uvig_359660","uvig_359660_12",0,"pep1","dolphyn_854502898817831996","S3.0693.01X195"
"598","uvig_356792","uvig_356792_5",0,"pep2","dolphyn_1261210396967700004","S3.0693.01X195"
"599","uvig_356033","uvig_356033_47",0,"pep1","dolphyn_7131015221084664662","S3.0693.01X195"
"600","uvig_356033","uvig_356033_47",0,"pep1","dolphyn_7131015221084664662","S3.0693.01.2X194"
"601","uvig_358682","uvig_358682_48",0,"pep3","dolphyn_6739862506011577052","S3.0153.01X194"
"602","uvig_356792","uvig_356792_32",0,"pep2","dolphyn_8310211704858527742","SO.0491.01X194"
"603","uvig_357534","uvig_357534_55",0,"pep2","dolphyn_7016140561040284100","S3.0693.01X195"
"604","uvig_357534","uvig_357534_55",0,"pep2","dolphyn_7016140561040284100","S3.0693.01.2X194"
"605","ivig_4427","ivig_4427_28",0,"pep3","dolphyn_4349790213967476616","S3.0153.01X194"
"606","uvig_418132","uvig_418132_7",0,"pep2","dolphyn_6896850464376645727","S3.0693.01X195"
"607","uvig_271818","uvig_271818_80",0,"pep2","dolphyn_3098727688719572720","S3.0153.01X194"
"608","ivig_4176","ivig_4176_34",0,"pep3","dolphyn_3680617549645844911","S3.0693.01X195"
"609","uvig_357534","uvig_357534_66",0,"pep1","dolphyn_8853661438500247982","S3.0693.01X195"
"610","uvig_354790","uvig_354790_34",0,"pep3","dolphyn_2577765430477663703","SO.0491.01X194"
"611","uvig_385029","uvig_385029_44",0,"pep2","dolphyn_7460487519894408954","S3.0693.01X195"
"612","ivig_601","ivig_601_53",0,"pep3","dolphyn_9184838285516146761","S3.0153.01X194"
"613","ivig_896","ivig_896_200",0,"pep3","dolphyn_6773283416387970158","S3.0153.01X194"
"614","uvig_354826","uvig_354826_51",0,"pep2","dolphyn_186389931387680890","S3.0153.01X194"
"615","uvig_359660","uvig_359660_12",0,"pep2","dolphyn_7414084585888096695","S3.0693.01X195"
"616","uvig_385029","uvig_385029_26",0,"pep3","dolphyn_3624229544839031532","SO.0491.01X194"
"617","uvig_354790","uvig_354790_35",0,"pep3","dolphyn_1930627560858108675","S3.0153.01X194"
"618","ivig_4424","ivig_4424_11",0,"pep2","dolphyn_5688086125013948095","SO.0491.01X194"
"619","uvig_354790","uvig_354790_34",0,"pep1","dolphyn_2577765430477663703","SO.0491.01X194"
"620","ivig_601","ivig_601_136",0,"pep3","dolphyn_8279259417365039821","SO.0491.01X194"
"621","uvig_354790","uvig_354790_54",0,"pep2","dolphyn_3743867440028981080","S3.0153.01X194"
"622","ivig_601","ivig_601_71",0,"pep2","dolphyn_5699751047647857678","S3.0153.01X194"
"623","uvig_355286","uvig_355286_105",0,"pep2","dolphyn_8062508387013727832","S3.0693.01X195"
"624","uvig_375837","uvig_375837_43",0,"pep2","dolphyn_5285026894547867112","S3.0153.01X194"
"625","uvig_355854","uvig_355854_17",0,"pep1","dolphyn_1063219132920881784","S3.0693.01.2X194"
"626","uvig_355854","uvig_355854_17",0,"pep1","dolphyn_1063219132920881784","S3.0693.01X195"
"627","uvig_357864","uvig_357864_3",0,"pep3","dolphyn_3321272549414817449","S3.0693.01X195"
"628","uvig_357534","uvig_357534_61",0,"pep3","dolphyn_5836260539352785505","SO.0491.01X194"
"629","uvig_354790","uvig_354790_17",0,"pep3","dolphyn_8020399200923968824","S3.0153.01X194"
"630","uvig_354753","uvig_354753_25",0,"pep2","dolphyn_3318523360688550007","S3.0693.01X195"
"631","ivig_896","ivig_896_213",0,"pep2","dolphyn_5182676363054091960","SO.0491.01X194"
"632","uvig_357534","uvig_357534_66",0,"pep2","dolphyn_39840900880083072","SO.0491.01X194"
"633","uvig_428798","uvig_428798_100",0,"pep1","dolphyn_1252579743364456718","S3.0153.01X194"
"634","uvig_385029","uvig_385029_52",0,"pep1","dolphyn_4786623748761711736","S3.0693.01X195"
"635","uvig_29025","uvig_29025_6",0,"pep2","dolphyn_4141211376878297225","S3.0153.01X194"
"636","ivig_896","ivig_896_200",0,"pep1","dolphyn_6773283416387970158","S3.0153.01X194"
"637","uvig_355478","uvig_355478_35",0,"pep2","dolphyn_1715485758086800406","SO.0491.01X194"
"638","uvig_354790","uvig_354790_35",0,"pep1","dolphyn_1930627560858108675","S3.0153.01X194"
"639","ivig_601","ivig_601_53",0,"pep2","dolphyn_9184838285516146761","S3.0153.01X194"
"640","uvig_356226","uvig_356226_50",0,"pep2","dolphyn_9032049106755881724","S3.0153.01X194"
"641","uvig_354790","uvig_354790_83",0,"pep3","dolphyn_7920268146096793101","S3.0693.01X195"
"642","uvig_354790","uvig_354790_83",0,"pep3","dolphyn_7920268146096793101","S3.0693.01.2X194"
"643","uvig_356955","uvig_356955_8",0,"pep1","dolphyn_5681335419240110696","S3.0153.01X194"
"644","uvig_356792","uvig_356792_31",0,"pep3","dolphyn_4159811842572103144","SO.0491.01X194"
"645","uvig_428798","uvig_428798_5",0,"pep3","dolphyn_2047838254304498571","S3.0153.01X194"
"646","uvig_356526","uvig_356526_32",0,"pep1","dolphyn_51845799048653238","S3.0153.01X194"
"647","uvig_372157","uvig_372157_1",0,"pep3","dolphyn_4152408593971051818","S3.0693.01.2X194"
"648","ivig_3353","ivig_3353_162",0,"pep2","dolphyn_5079017064715994587","S3.0153.01X194"
"649","ivig_896","ivig_896_173",0,"pep3","dolphyn_9160780225642987009","S3.0153.01X194"
"650","uvig_354790","uvig_354790_61",0,"pep1","dolphyn_524054228212868017","S3.0693.01X195"
"651","uvig_354753","uvig_354753_35",0,"pep3","dolphyn_2717842823504231136","S3.0693.01X195"
"652","uvig_357534","uvig_357534_66",0,"pep2","dolphyn_5409891537156302619","SO.0491.01X194"
"653","uvig_357534","uvig_357534_66",0,"pep2","dolphyn_5409891537156302619","S3.0693.01X195"
"654","uvig_418132","uvig_418132_24",0,"pep2","dolphyn_79877748651475231","S3.0153.01X194"
"655","uvig_356955","uvig_356955_79",0,"pep3","dolphyn_8331793465879437190","S3.0693.01.2X194"
"656","uvig_356955","uvig_356955_79",0,"pep3","dolphyn_8331793465879437190","S3.0693.01X195"
"657","uvig_354790","uvig_354790_54",0,"pep3","dolphyn_3743867440028981080","S3.0153.01X194"
"658","uvig_356526","uvig_356526_44",0,"pep1","dolphyn_2401386090760231348","SO.0491.01X194"
"659","uvig_356033","uvig_356033_37",0,"pep1","dolphyn_8631679163584139442","S3.0693.01X195"
"660","uvig_356033","uvig_356033_37",0,"pep1","dolphyn_8631679163584139442","S3.0693.01.2X194"
"661","ivig_2749","ivig_2749_23",0,"pep1","dolphyn_3710793979599028942","SO.0491.01X194"
"662","uvig_358682","uvig_358682_22",0,"pep2","dolphyn_3559398535225935904","SO.0491.01X194"
"663","uvig_315372","uvig_315372_8",0,"pep2","dolphyn_8440031369417246092","S3.0693.01.2X194"
"664","uvig_315372","uvig_315372_8",0,"pep2","dolphyn_8440031369417246092","S3.0693.01X195"
"665","ivig_464","ivig_464_35",0,"pep3","dolphyn_4864816401500577584","S3.0153.01X194"
"666","uvig_315082","uvig_315082_70",0,"pep1","dolphyn_859668682252019432","S3.0153.01X194"
"667","uvig_357441","uvig_357441_55",0,"pep2","dolphyn_6382814638260822359","S3.0693.01.2X194"
"668","uvig_357441","uvig_357441_55",0,"pep2","dolphyn_6382814638260822359","S3.0693.01X195"
"669","uvig_357534","uvig_357534_55",0,"pep3","dolphyn_7016140561040284100","S3.0693.01.2X194"
"670","uvig_357534","uvig_357534_55",0,"pep3","dolphyn_7016140561040284100","S3.0693.01X195"
"671","uvig_359660","uvig_359660_12",0,"pep3","dolphyn_7414084585888096695","S3.0693.01X195"
"672","uvig_578696","uvig_578696_34",0,"pep3","dolphyn_6864121023573623946","S3.0693.01X195"
"673","uvig_396758","uvig_396758_31",0,"pep1","dolphyn_2671384754746761599","S3.0153.01X194"
"674","ivig_601","ivig_601_71",0,"pep2","dolphyn_7811565622150842473","S3.0693.01X195"
"675","ivig_3679","ivig_3679_56",0,"pep3","dolphyn_3065440054305836257","S3.0153.01X194"
"676","uvig_354790","uvig_354790_61",0,"pep2","dolphyn_524054228212868017","S3.0693.01X195"
"677","uvig_355148","uvig_355148_12",0,"pep2","dolphyn_2203748326393026056","S3.0693.01X195"
"678","uvig_356792","uvig_356792_86",0,"pep3","dolphyn_3451104416790836987","S3.0693.01.2X194"
"679","uvig_356792","uvig_356792_86",0,"pep3","dolphyn_3451104416790836987","S3.0693.01X195"
"680","uvig_354750","uvig_354750_3",0,"pep3","dolphyn_5405373092314075256","S3.0693.01X195"
"681","uvig_359660","uvig_359660_61",0,"pep1","dolphyn_5435310460156539778","S3.0153.01X194"
"682","uvig_354750","uvig_354750_19",0,"pep2","dolphyn_770861247827165669","S3.0693.01X195"
"683","uvig_354750","uvig_354750_19",0,"pep2","dolphyn_770861247827165669","S3.0693.01.2X194"
"684","uvig_418132","uvig_418132_7",0,"pep3","dolphyn_6896850464376645727","S3.0693.01X195"
"685","uvig_354790","uvig_354790_109",0,"pep3","dolphyn_2045099095359151811","SO.0491.01X194"
"686","uvig_354790","uvig_354790_109",0,"pep3","dolphyn_2045099095359151811","S3.0153.01X194"
"687","uvig_354790","uvig_354790_17",0,"pep3","dolphyn_8030648762919969048","SO.0491.01X194"
"688","uvig_357534","uvig_357534_61",0,"pep2","dolphyn_5836260539352785505","SO.0491.01X194"
"689","uvig_356955","uvig_356955_80",0,"pep1","dolphyn_7779600899652262199","S3.0153.01X194"
"690","uvig_355478","uvig_355478_23",0,"pep3","dolphyn_3484863774746375660","S3.0693.01X195"
"691","uvig_354790","uvig_354790_72",0,"pep1","dolphyn_5295948793162370148","SO.0491.01X194"
"692","ivig_3353","ivig_3353_60",0,"pep2","dolphyn_9141487855017976800","S3.0153.01X194"
"693","uvig_357864","uvig_357864_73",0,"pep1","dolphyn_1022216491584300793","S3.0153.01X194"
"694","uvig_315082","uvig_315082_21",0,"pep1","dolphyn_6873698798253845018","SO.0491.01X194"
"695","uvig_315082","uvig_315082_21",0,"pep1","dolphyn_6873698798253845018","S3.0153.01X194"
"696","ivig_896","ivig_896_198",0,"pep3","dolphyn_3044157423050121916","S3.0153.01X194"
"697","ivig_1427","ivig_1427_33",0,"pep2","dolphyn_7073228470815807673","S3.0153.01X194"
"698","uvig_396758","uvig_396758_31",0,"pep3","dolphyn_2671384754746761599","S3.0153.01X194"
"699","uvig_354753","uvig_354753_28",0,"pep2","dolphyn_108369641839263133","S3.0153.01X194"
"700","uvig_315372","uvig_315372_8",0,"pep3","dolphyn_8440031369417246092","S3.0693.01.2X194"
"701","uvig_315372","uvig_315372_8",0,"pep3","dolphyn_8440031369417246092","S3.0693.01X195"
"702","uvig_315082","uvig_315082_70",0,"pep2","dolphyn_859668682252019432","S3.0153.01X194"
"703","uvig_396640","uvig_396640_3",0,"pep1","dolphyn_2625918564940660169","SO.0491.01X194"
"704","uvig_428798","uvig_428798_31",0,"pep3","dolphyn_1654009062247297533","S3.0693.01X195"
"705","uvig_357328","uvig_357328_34",0,"pep1","dolphyn_1872014364428739536","S3.0693.01X195"
"706","uvig_395437","uvig_395437_62",0,"pep1","dolphyn_2961925849529746357","S3.0693.01X195"
"707","uvig_395437","uvig_395437_62",0,"pep1","dolphyn_2961925849529746357","S3.0693.01.2X194"
"708","uvig_295951","uvig_295951_21",0,"pep2","dolphyn_6598573648173312698","S3.0693.01X195"
"709","uvig_295951","uvig_295951_21",0,"pep2","dolphyn_6598573648173312698","S3.0693.01.2X194"
"710","uvig_295951","uvig_295951_10",0,"pep1","dolphyn_6650999518034660200","S3.0693.01X195"
"711","uvig_315082","uvig_315082_18",0,"pep2","dolphyn_3338085207032094404","S3.0693.01X195"
"712","uvig_356955","uvig_356955_80",0,"pep2","dolphyn_7779600899652262199","S3.0153.01X194"
"713","ivig_601","ivig_601_125",0,"pep3","dolphyn_3423128321780478719","S3.0153.01X194"
"714","uvig_356226","uvig_356226_64",0,"pep1","dolphyn_763083883244085660","S3.0153.01X194"
"715","uvig_356033","uvig_356033_52",0,"pep1","dolphyn_943715704055308272","SO.0491.01X194"
"716","ivig_1427","ivig_1427_23",0,"pep1","dolphyn_3003663365585265854","S3.0153.01X194"
"717","uvig_356226","uvig_356226_51",0,"pep3","dolphyn_8836702854329654015","S3.0693.01.2X194"
"718","uvig_356226","uvig_356226_51",0,"pep3","dolphyn_8836702854329654015","S3.0693.01X195"
"719","uvig_428798","uvig_428798_11",0,"pep1","dolphyn_1009814533447099731","S3.0693.01X195"
"720","uvig_356792","uvig_356792_104",0,"pep3","dolphyn_4808483692116431512","S3.0693.01.2X194"
"721","uvig_354750","uvig_354750_35",0,"pep2","dolphyn_6372511819274151411","S3.0153.01X194"
"722","uvig_355286","uvig_355286_60",0,"pep2","dolphyn_4403652552875385949","SO.0491.01X194"
"723","uvig_354790","uvig_354790_17",0,"pep1","dolphyn_8030648762919969048","SO.0491.01X194"
"724","uvig_358797","uvig_358797_9",0,"pep2","dolphyn_4897757316586798869","S3.0693.01X195"
"725","uvig_356792","uvig_356792_73",0,"pep3","dolphyn_8388696955533151027","S3.0153.01X194"
"726","ivig_4176","ivig_4176_34",0,"pep2","dolphyn_3680617549645844911","S3.0693.01X195"
"727","uvig_385029","uvig_385029_132",0,"pep1","dolphyn_2564611118874624972","S3.0693.01X195"
"728","uvig_385029","uvig_385029_48",0,"pep3","dolphyn_7651246186150382957","S3.0153.01X194"
"729","uvig_354826","uvig_354826_17",0,"pep2","dolphyn_2208394949229713291","S3.0153.01X194"
"730","uvig_355854","uvig_355854_16",0,"pep1","dolphyn_8583984308040125131","S3.0693.01X195"
"731","ivig_601","ivig_601_100",0,"pep2","dolphyn_8238297043422265535","S3.0153.01X194"
"732","uvig_357645","uvig_357645_56",0,"pep1","dolphyn_7010757486289993497","S3.0153.01X194"
"733","uvig_357864","uvig_357864_73",0,"pep2","dolphyn_1022216491584300793","S3.0153.01X194"
"734","uvig_375837","uvig_375837_48",0,"pep2","dolphyn_3549646940544030343","S3.0693.01X195"
"735","uvig_354753","uvig_354753_28",0,"pep1","dolphyn_1132008678214778391","S3.0153.01X194"
"736","uvig_358682","uvig_358682_48",0,"pep2","dolphyn_6739862506011577052","S3.0153.01X194"
"737","ivig_3875","ivig_3875_34",0,"pep3","dolphyn_4703832270730379698","S3.0693.01.2X194"
"738","uvig_359660","uvig_359660_14",0,"pep2","dolphyn_1105480526397061877","S3.0693.01X195"
"739","uvig_354716","uvig_354716_54",0,"pep3","dolphyn_720756587382959805","S3.0693.01X195"
"740","uvig_385029","uvig_385029_26",0,"pep2","dolphyn_3624229544839031532","SO.0491.01X194"
"741","uvig_357645","uvig_357645_56",0,"pep2","dolphyn_7010757486289993497","S3.0153.01X194"
"742","ivig_4424","ivig_4424_67",0,"pep1","dolphyn_4974580062123850975","S3.0693.01X195"
"743","uvig_357864","uvig_357864_91",0,"pep2","dolphyn_2132185943774532562","S3.0153.01X194"
"744","uvig_418132","uvig_418132_24",0,"pep3","dolphyn_79877748651475231","S3.0153.01X194"
"745","uvig_428798","uvig_428798_63",0,"pep1","dolphyn_5515750459486934947","S3.0153.01X194"
"746","ivig_4424","ivig_4424_28",0,"pep2","dolphyn_2174331121997402307","S3.0153.01X194"
"747","uvig_428798","uvig_428798_62",0,"pep1","dolphyn_2543304260786156781","S3.0693.01X195"
"748","uvig_428798","uvig_428798_62",0,"pep1","dolphyn_2543304260786156781","S3.0693.01.2X194"
"749","uvig_357441","uvig_357441_65",0,"pep2","dolphyn_4483851363714024365","S3.0693.01.2X194"
"750","uvig_357441","uvig_357441_65",0,"pep2","dolphyn_4483851363714024365","S3.0693.01X195"
"751","uvig_356792","uvig_356792_73",0,"pep2","dolphyn_8388696955533151027","S3.0153.01X194"
"752","ivig_2749","ivig_2749_23",0,"pep2","dolphyn_3710793979599028942","SO.0491.01X194"
"753","uvig_428798","uvig_428798_11",0,"pep3","dolphyn_1009814533447099731","S3.0693.01X195"
"754","uvig_356226","uvig_356226_4",0,"pep2","dolphyn_729306016209239860","S3.0693.01X195"
"755","uvig_356226","uvig_356226_4",0,"pep2","dolphyn_729306016209239860","S3.0693.01.2X194"
"756","uvig_385029","uvig_385029_48",0,"pep2","dolphyn_7651246186150382957","S3.0153.01X194"
"757","uvig_354790","uvig_354790_109",0,"pep1","dolphyn_2045099095359151811","S3.0153.01X194"
"758","uvig_429694","uvig_429694_2",0,"pep2","dolphyn_2281760847860363755","S3.0153.01X194"
"759","uvig_271818","uvig_271818_80",0,"pep3","dolphyn_3098727688719572720","S3.0153.01X194"
"760","uvig_80910","uvig_80910_3",0,"pep2","dolphyn_1331713022849572150","S3.0153.01X194"
"761","uvig_356955","uvig_356955_69",0,"pep3","dolphyn_5668493644923424079","S3.0693.01X195"
"762","uvig_356955","uvig_356955_69",0,"pep3","dolphyn_5668493644923424079","S3.0693.01.2X194"
"763","uvig_356226","uvig_356226_50",0,"pep3","dolphyn_1824731955653888444","S3.0153.01X194"
"764","uvig_359660","uvig_359660_10",0,"pep1","dolphyn_4808440455956128424","S3.0153.01X194"
"765","uvig_396758","uvig_396758_8",0,"pep2","dolphyn_8435111112702069454","S3.0693.01X195"
"766","uvig_357864","uvig_357864_53",0,"pep1","dolphyn_60913799087811566","S3.0693.01X195"
"767","uvig_358797","uvig_358797_56",0,"pep2","dolphyn_3138049032560161484","S3.0153.01X194"
"768","uvig_428798","uvig_428798_57",0,"pep2","dolphyn_2341917171310324702","S3.0153.01X194"
"769","uvig_355854","uvig_355854_54",0,"pep3","dolphyn_5552664566303726527","S3.0693.01X195"
"770","uvig_315082","uvig_315082_59",0,"pep2","dolphyn_1859139536493128781","S3.0153.01X194"
"771","ivig_3875","ivig_3875_12",0,"pep3","dolphyn_1453739001129547693","S3.0153.01X194"
"772","uvig_357534","uvig_357534_66",0,"pep2","dolphyn_1450008797244235210","SO.0491.01X194"
"773","uvig_357328","uvig_357328_48",0,"pep2","dolphyn_1038317668394306519","S3.0153.01X194"
"774","ivig_4176","ivig_4176_40",0,"pep3","dolphyn_4068435768287974432","S3.0693.01X195"
"775","uvig_428798","uvig_428798_99",0,"pep2","dolphyn_928185215397604021","S3.0693.01X195"
"776","uvig_356792","uvig_356792_5",0,"pep3","dolphyn_1261210396967700004","S3.0693.01X195"
"777","uvig_356526","uvig_356526_15",0,"pep1","dolphyn_2629419548962437142","S3.0693.01X195"
"778","uvig_578696","uvig_578696_34",0,"pep1","dolphyn_6864121023573623946","S3.0693.01X195"
"779","uvig_315082","uvig_315082_86",0,"pep3","dolphyn_2556759923678754406","S3.0153.01X194"
"780","uvig_356792","uvig_356792_98",0,"pep2","dolphyn_4294818356788390484","S3.0693.01X195"
"781","uvig_357441","uvig_357441_11",0,"pep1","dolphyn_7507328556264675464","S3.0693.01X195"
"782","uvig_357441","uvig_357441_11",0,"pep1","dolphyn_7507328556264675464","S3.0693.01.2X194"
"783","uvig_356792","uvig_356792_31",0,"pep2","dolphyn_4159811842572103144","SO.0491.01X194"
"784","uvig_357534","uvig_357534_66",0,"pep1","dolphyn_39840900880083072","SO.0491.01X194"
"785","ivig_601","ivig_601_100",0,"pep1","dolphyn_8238297043422265535","S3.0153.01X194"
"786","uvig_356526","uvig_356526_15",0,"pep3","dolphyn_2629419548962437142","S3.0693.01X195"
"787","ivig_4424","ivig_4424_28",0,"pep3","dolphyn_2174331121997402307","S3.0153.01X194"
"788","uvig_356792","uvig_356792_86",0,"pep2","dolphyn_3451104416790836987","S3.0693.01X195"
"789","uvig_356792","uvig_356792_86",0,"pep2","dolphyn_3451104416790836987","S3.0693.01.2X194"
"790","uvig_396640","uvig_396640_25",0,"pep2","dolphyn_3501396119228495295","S3.0693.01X195"
"791","uvig_428798","uvig_428798_79",0,"pep2","dolphyn_1702644010114408456","S3.0153.01X194"
"792","uvig_428798","uvig_428798_63",0,"pep2","dolphyn_5515750459486934947","S3.0153.01X194"
"793","uvig_396640","uvig_396640_25",0,"pep3","dolphyn_3501396119228495295","S3.0693.01X195"
"794","uvig_356792","uvig_356792_27",0,"pep3","dolphyn_1221643508740902921","S3.0153.01X194"
"795","uvig_355947","uvig_355947_47",0,"pep1","dolphyn_7385846629258124154","S3.0693.01X195"
"796","ivig_4176","ivig_4176_42",0,"pep2","dolphyn_3598399336653360325","S3.0693.01X195"
